id,gene_id,gene_name,KO
41_7,K01179,endoglucanase [EC:3.2.1.4],K01179
41_70,PZV24197.1,DUF3285 domain-containing protein,none
41_71,K20024,monoglucosyldiacylglycerol epimerase [EC:5.1.3.34],K20024
41_72,41_72,,none
41_73,K23424,protein O-mannosyl-transferase [EC:2.4.1.-],K23424
41_74,K03353,anaphase-promoting complex subunit 6,K03353
41_75,41_75,,none
41_76,K18696,glycerophosphodiester phosphodiesterase [EC:3.1.4.46],K18696
41_77,K06950,uncharacterized protein,K06950
41_78,41_78,,none
41_79,K00851,gluconokinase [EC:2.7.1.12],K00851
41_8,K07496,putative transposase,K07496
41_80,K10154,interferon regulatory factor 6,K10154
41_81,K11354,"two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]",K11354
41_82,K11355,"two-component system, chemotaxis family, response regulator Rcp1",K11355
41_83,K02288,phycocyanobilin lyase subunit alpha [EC:4.4.1.32],K02288
41_84,K07481,"transposase, IS5 family",K07481
41_85,41_85,,none
41_86,K07481,"transposase, IS5 family",K07481
41_87,41_87,,none
41_88,K03183,"demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]",K03183
41_89,41_89,,none
41_9,K03455,"monovalent cation:H+ antiporter-2, CPA2 family",K03455
41_90,K00303,"sarcosine oxidase, subunit beta [EC:1.5.3.1]",K00303
41_91,K00556,tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34],K00556
41_92,41_92,,none
41_93,NEO74554.1,"IS200/IS605 family element transposase accessory protein TnpB, partial",none
41_94,WP_206266984.1,hypothetical protein,none
41_95,K01061,carboxymethylenebutenolidase [EC:3.1.1.45],K01061
41_96,K04087,modulator of FtsH protease HflC,K04087
41_97,K07340,inner membrane protein,K07340
41_98,K20777,exonuclease 3'-5' domain-containing protein 2 [EC:3.1.11.1],K20777
41_99,K01992,ABC-2 type transport system permease protein,K01992
42_1,42_1,,none
43_1,K05942,citrate (Re)-synthase [EC:2.3.3.3],K05942
44_1,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
44_10,K07481,"transposase, IS5 family",K07481
44_11,44_11,,none
44_12,K09835,prolycopene isomerase [EC:5.2.1.13],K09835
44_13,K00042,2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60],K00042
44_14,K07496,putative transposase,K07496
44_15,K07491,putative transposase,K07491
44_16,K21318,butane monooxygenase beta subunit [EC:1.14.13.230],K21318
44_17,K00720,ceramide glucosyltransferase [EC:2.4.1.80],K00720
44_18,K18979,epoxyqueuosine reductase [EC:1.17.99.6],K18979
44_19,K01091,phosphoglycolate phosphatase [EC:3.1.3.18],K01091
44_2,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
44_20,K02658,twitching motility two-component system response regulator PilH,K02658
44_21,44_21,,none
44_22,WP_008196816.1,MULTISPECIES: hypothetical protein,none
44_23,K00799,glutathione S-transferase [EC:2.5.1.18],K00799
44_24,K03723,transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-],K03723
44_25,K11069,spermidine/putrescine transport system substrate-binding protein,K11069
44_26,K07496,putative transposase,K07496
44_27,K09793,uncharacterized protein,K09793
44_28,K03527,4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4],K03527
44_29,K08906,cytochrome c6,K08906
44_3,K07496,putative transposase,K07496
44_30,K13256,protein PsiE,K13256
44_31,K01322,prolyl oligopeptidase [EC:3.4.21.26],K01322
44_32,K00766,anthranilate phosphoribosyltransferase [EC:2.4.2.18],K00766
44_33,K20082,O-methyltransferase StaMB [EC:2.1.1.139],K20082
44_34,K01661,naphthoate synthase [EC:4.1.3.36],K01661
44_35,K19360,nephrocystin-3,K19360
44_36,K03183,"demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]",K03183
44_37,K15256,tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-],K15256
44_38,K17789,altered inheritance of mitochondria protein 37,K17789
44_39,K01251,adenosylhomocysteinase [EC:3.3.1.1],K01251
44_4,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
44_40,44_40,,none
44_41,K23127,cyclic-di-GMP-binding protein,K23127
44_42,K16908,chloroplast NAD(P)H dehydrogenase [EC:1.6.99.-],K16908
44_43,44_43,,none
44_44,K05770,translocator protein,K05770
44_45,K06921,uncharacterized protein,K06921
44_46,K23012,peroxisomal leader peptide-processing protease [EC:3.4.21.-],K23012
44_47,44_47,,none
44_48,K18164,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 7,K18164
44_49,K13440,cysteine protease avirulence protein AvrPphB [EC:3.4.22.-],K13440
44_5,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
44_50,K02696,photosystem I subunit VIII,K02696
44_51,K02699,photosystem I subunit XI,K02699
44_6,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
44_7,K07492,putative transposase,K07492
44_8,K11970,cullin 9,K11970
44_9,K07481,"transposase, IS5 family",K07481
45_1,45_1,,none
45_2,K07496,putative transposase,K07496
46_1,K21919,BTB/POZ domain-containing protein KCTD9,K21919
46_10,K19360,nephrocystin-3,K19360
46_11,K17589,RB1-inducible coiled-coil protein 1,K17589
46_12,46_12,,none
46_13,46_13,,none
46_14,46_14,,none
46_15,K19360,nephrocystin-3,K19360
46_16,K19007,lysophosphatidiate acyltransferase [EC:2.3.1.51],K19007
46_17,K02099,"AraC family transcriptional regulator, arabinose operon regulatory protein",K02099
46_18,K12293,competence factor transport accessory protein ComB,K12293
46_19,46_19,,none
46_2,K20342,"HTH-type transcriptional regulator, regulator for ComX",K20342
46_20,K17105,geranylgeranylglycerol-phosphate geranylgeranyltransferase [EC:2.5.1.42],K17105
46_21,46_21,,none
46_22,K07746,antitoxin ParD1/3/4,K07746
46_23,K19092,toxin ParE1/3/4,K19092
46_24,46_24,,none
46_25,46_25,,none
46_26,K00820,glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16],K00820
46_27,K21832,glycine betaine catabolism B,K21832
46_28,K17725,sulfur dioxygenase [EC:1.13.11.18],K17725
46_29,46_29,,none
46_3,K14429,"solute carrier family 12 (potassium/chloride transporters), member 9",K14429
46_30,K00449,"protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]",K00449
46_31,K06993,ribonuclease H-related protein,K06993
46_32,46_32,,none
46_33,K19007,lysophosphatidiate acyltransferase [EC:2.3.1.51],K19007
46_34,46_34,,none
46_35,K21023,diguanylate cyclase [EC:2.7.7.65],K21023
46_36,K09834,tocopherol cyclase [EC:5.5.1.24],K09834
46_37,46_37,,none
46_38,K03642,rare lipoprotein A,K03642
46_39,K13799,pantoate ligase / CMP/dCMP kinase [EC:6.3.2.1 2.7.4.25],K13799
46_4,K06519,"solute carrier family 3, member 2",K06519
46_40,46_40,,none
46_41,46_41,,none
46_42,K08259,lysostaphin [EC:3.4.24.75],K08259
46_43,K00003,homoserine dehydrogenase [EC:1.1.1.3],K00003
46_44,K09667,protein O-GlcNAc transferase [EC:2.4.1.255],K09667
46_45,K09667,protein O-GlcNAc transferase [EC:2.4.1.255],K09667
46_46,46_46,,none
46_47,NER28340.1,hypothetical protein F6J89_12065,none
46_48,NER28340.1,hypothetical protein F6J89_12065,none
46_49,K21348,calcium-binding and coiled-coil domain-containing protein 2,K21348
46_5,K18843,antitoxin HicB,K18843
46_50,NER28340.1,hypothetical protein F6J89_12065,none
46_51,K02183,calmodulin,K02183
46_52,K00801,farnesyl-diphosphate farnesyltransferase [EC:2.5.1.21],K00801
46_53,K09748,ribosome maturation factor RimP,K09748
46_54,K02600,transcription termination/antitermination protein NusA,K02600
46_55,K07742,uncharacterized protein,K07742
46_56,K02519,translation initiation factor IF-2,K02519
46_57,K14261,alanine-synthesizing transaminase [EC:2.6.1.-],K14261
46_58,K01196,glycogen debranching enzyme [EC:2.4.1.25 3.2.1.33],K01196
46_59,K06180,23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23],K06180
46_6,REJ44756.1,TIGR00303 family protein,none
46_60,K04757,serine/threonine-protein kinase RsbW [EC:2.7.11.1],K04757
46_61,46_61,,none
46_62,K03215,23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190],K03215
46_63,K03671,thioredoxin 1,K03671
46_64,K06196,cytochrome c-type biogenesis protein,K06196
46_65,K11958,neutral amino acid transport system ATP-binding protein,K11958
46_66,K05524,ferredoxin,K05524
46_67,K04084,thiol:disulfide interchange protein DsbD [EC:1.8.1.8],K04084
46_68,K00989,ribonuclease PH [EC:2.7.7.56],K00989
46_69,46_69,,none
46_7,K01945,phosphoribosylamine---glycine ligase [EC:6.3.4.13],K01945
46_70,K11163,dehydrogenase/reductase SDR family member 1 [EC:1.1.-.-],K11163
46_71,K11163,dehydrogenase/reductase SDR family member 1 [EC:1.1.-.-],K11163
46_72,K14645,serine protease [EC:3.4.21.-],K14645
46_8,K00075,UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98],K00075
46_9,AFZ56754.1,Tetratricopeptide TPR_1 repeat-containing protein,none
47_1,K05370,phycoerythrobilin:ferredoxin oxidoreductase [EC:1.3.7.3],K05370
47_2,K07496,putative transposase,K07496
48_1,K22874,L-tyrosine isonitrile desaturase/decarboxylase [EC:1.14.20.9 1.14.20.10],K22874
48_10,WP_073624709.1,ISH3 family transposase,none
48_11,48_11,,none
48_12,K07481,"transposase, IS5 family",K07481
48_13,K12026,tripartite motif-containing protein 56 [EC:2.3.2.27],K12026
48_14,K07481,"transposase, IS5 family",K07481
48_15,K19511,peroxidase [EC:1.11.1.7],K19511
48_16,48_16,,none
48_17,WP_073624709.1,ISH3 family transposase,none
48_18,K11798,bromodomain and WD repeat domain containing protein 1/3,K11798
48_19,K20073,mid-cell-anchored protein Z,K20073
48_2,K01025,sulfotransferase [EC:2.8.2.-],K01025
48_20,K14001,nucleotide exchange factor SIL1,K14001
48_21,K08699,carbon dioxide concentrating mechanism protein CcmN,K08699
48_22,K08698,carbon dioxide concentrating mechanism protein CcmM,K08698
48_23,K08697,carbon dioxide concentrating mechanism protein CcmL,K08697
48_24,K08696,carbon dioxide concentrating mechanism protein CcmK,K08696
48_25,K08696,carbon dioxide concentrating mechanism protein CcmK,K08696
48_26,K03147,phosphomethylpyrimidine synthase [EC:4.1.99.17],K03147
48_27,48_27,,none
48_28,K21001,polysaccharide biosynthesis protein PslH,K21001
48_29,K07270,"glycosyl transferase, family 25",K07270
48_3,48_3,,none
48_30,K00561,23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184],K00561
48_31,K20951,extracellular matrix protein,K20951
48_32,K18235,virginiamycin B lyase [EC:4.2.99.-],K18235
48_33,K02514,heparan sulfate 6-O-sulfotransferase HS6ST1 [EC:2.8.2.-],K02514
48_34,K16381,31-O-methyltransferase,K16381
48_35,K03429,"processive 1,2-diacylglycerol beta-glucosyltransferase [EC:2.4.1.315]",K03429
48_36,K03585,"membrane fusion protein, multidrug efflux system",K03585
48_37,K04074,cell division initiation protein,K04074
48_38,K02357,elongation factor Ts,K02357
48_39,K02967,small subunit ribosomal protein S2,K02967
48_4,K15352,secreted effector protein PipB2,K15352
48_40,K03635,molybdopterin synthase catalytic subunit [EC:2.8.1.12],K03635
48_41,K18461,WAS protein family homolog 1,K18461
48_42,K03431,phosphoglucosamine mutase [EC:5.4.2.10],K03431
48_43,48_43,,none
48_44,K02833,GTPase HRas,K02833
48_45,K02099,"AraC family transcriptional regulator, arabinose operon regulatory protein",K02099
48_46,48_46,,none
48_47,48_47,,none
48_48,48_48,,none
48_49,48_49,,none
48_5,K11932,universal stress protein G,K11932
48_50,K06219,S-adenosylmethionine-dependent methyltransferase,K06219
48_51,48_51,,none
48_52,K07496,putative transposase,K07496
48_53,K06949,ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100],K06949
48_54,K03564,peroxiredoxin Q/BCP [EC:1.11.1.15],K03564
48_55,K14725,"solute carrier family 9 (sodium/hydrogen exchanger), member 9",K14725
48_56,K02658,twitching motility two-component system response regulator PilH,K02658
48_57,K02659,twitching motility protein PilI,K02659
48_58,K02660,twitching motility protein PilJ,K02660
48_59,48_59,,none
48_6,48_6,,none
48_60,48_60,,none
48_61,K17589,RB1-inducible coiled-coil protein 1,K17589
48_62,K02660,twitching motility protein PilJ,K02660
48_63,K11526,"two-component system, chemotaxis family, sensor histidine kinase and response regulator PixL",K11526
48_64,K06596,chemosensory pili system protein ChpA (sensor histidine kinase/response regulator),K06596
48_65,48_65,,none
48_66,K08322,L-gulonate 5-dehydrogenase [EC:1.1.1.380],K08322
48_67,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
48_68,K00004,"(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]",K00004
48_69,48_69,,none
48_7,K02700,photosystem I subunit XII,K02700
48_70,K02221,YggT family protein,K02221
48_71,K00275,pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5],K00275
48_72,K11001,phosphatidylinositol N-acetylglucosaminyltransferase subunit Y,K11001
48_73,K11444,"two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]",K11444
48_74,K02657,twitching motility two-component system response regulator PilG,K02657
48_75,K19641,"two-component system, NtrC family, response regulator HupR/HoxA",K19641
48_76,K02482,"two-component system, NtrC family, sensor kinase [EC:2.7.13.3]",K02482
48_77,K11527,"two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]",K11527
48_78,K11354,"two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]",K11354
48_79,K03592,PmbA protein,K03592
48_8,K13052,cell division protein DivIC,K13052
48_80,K20145,sanguinarine reductase [EC:1.3.1.107],K20145
48_81,K05714,"2-hydroxy-6-oxonona-2,4-dienedioate hydrolase [EC:3.7.1.14]",K05714
48_9,NEN93188.1,"IS200/IS605 family element transposase accessory protein TnpB, partial",none
49_1,K00548,5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13],K00548
49_10,MBN3888853.1,CpeT/CpcT protein,none
49_11,K01883,cysteinyl-tRNA synthetase [EC:6.1.1.16],K01883
49_12,49_12,,none
49_13,49_13,,none
49_14,K01495,GTP cyclohydrolase IA [EC:3.5.4.16],K01495
49_15,49_15,,none
49_16,K02234,cobalamin biosynthesis protein CobW,K02234
49_17,K02234,cobalamin biosynthesis protein CobW,K02234
49_18,K22252,GDP-6-deoxy-D-talose 4-dehydrogenase [EC:1.1.1.135],K22252
49_19,K11477,glc operon protein GlcG,K11477
49_2,49_2,,none
49_20,K03638,molybdopterin adenylyltransferase [EC:2.7.7.75],K03638
49_21,49_21,,none
49_22,K01710,"dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]",K01710
49_23,49_23,,none
49_24,K15778,phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2],K15778
49_25,K03977,GTPase,K03977
49_26,49_26,,none
49_27,49_27,,none
49_28,K06218,mRNA interferase RelE/StbE,K06218
49_29,K01139,"GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]",K01139
49_3,49_3,,none
49_30,49_30,,none
49_31,49_31,,none
49_32,K00806,undecaprenyl diphosphate synthase [EC:2.5.1.31],K00806
49_33,K18672,diadenylate cyclase [EC:2.7.7.85],K18672
49_34,K01586,diaminopimelate decarboxylase [EC:4.1.1.20],K01586
49_35,49_35,,none
49_4,K09454,"GA-binding protein transcription factor, beta",K09454
49_5,K00860,adenylylsulfate kinase [EC:2.7.1.25],K00860
49_6,49_6,,none
49_7,K00101,L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3],K00101
49_8,K01496,phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19],K01496
49_9,49_9,,none
5_1,K07486,transposase,K07486
5_10,5_10,,none
5_100,K00656,formate C-acetyltransferase [EC:2.3.1.54],K00656
5_101,K19007,lysophosphatidiate acyltransferase [EC:2.3.1.51],K19007
5_102,5_102,,none
5_103,5_103,,none
5_104,K00656,formate C-acetyltransferase [EC:2.3.1.54],K00656
5_105,5_105,,none
5_106,K02549,O-succinylbenzoate synthase [EC:4.2.1.113],K02549
5_107,K03183,"demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]",K03183
5_108,K04035,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase [EC:1.14.13.81],K04035
5_109,5_109,,none
5_11,K03136,transcription initiation factor TFIIE subunit alpha,K03136
5_110,K16862,mitochondrial cardiolipin hydrolase [EC:3.1.4.-],K16862
5_111,K16785,energy-coupling factor transport system permease protein,K16785
5_112,K01698,porphobilinogen synthase [EC:4.2.1.24],K01698
5_113,K18843,antitoxin HicB,K18843
5_114,K12148,biofilm regulator BssS,K12148
5_115,5_115,,none
5_116,K21482,benzoate O-methyltransferase [EC:2.1.1.273],K21482
5_117,5_117,,none
5_118,5_118,,none
5_119,5_119,,none
5_12,5_12,,none
5_120,K07487,transposase,K07487
5_121,K21161,enediyne biosynthesis protein E3,K21161
5_122,K21162,enediyne biosynthesis protein E4,K21162
5_123,K19007,lysophosphatidiate acyltransferase [EC:2.3.1.51],K19007
5_124,5_124,,none
5_125,K21162,enediyne biosynthesis protein E4,K21162
5_126,5_126,,none
5_127,5_127,,none
5_128,K21163,enediyne biosynthesis protein E5,K21163
5_129,K15314,enediyne polyketide synthase,K15314
5_13,5_13,,none
5_130,5_130,,none
5_131,5_131,,none
5_132,K21140,[CysO sulfur-carrier protein]-S-L-cysteine hydrolase [EC:3.13.1.6],K21140
5_133,K08669,HtrA serine peptidase 2 [EC:3.4.21.108],K08669
5_134,K08641,zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22],K08641
5_135,5_135,,none
5_136,K08314,fructose-6-phosphate aldolase 2 [EC:4.1.2.-],K08314
5_137,K16705,teichuronic acid biosynthesis protein TuaE,K16705
5_138,K21919,BTB/POZ domain-containing protein KCTD9,K21919
5_139,5_139,,none
5_14,5_14,,none
5_140,K13071,pheophorbide a oxygenase [EC:1.14.15.17],K13071
5_141,K00681,gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13],K00681
5_142,K06933,uncharacterized protein,K06933
5_143,K00703,starch synthase [EC:2.4.1.21],K00703
5_144,K03287,"outer membrane factor, OMF family",K03287
5_145,K04755,"ferredoxin, 2Fe-2S",K04755
5_146,K02714,photosystem II PsbM protein,K02714
5_147,K18189,translational activator of cytochrome c oxidase 1,K18189
5_148,K18959,ATP-dependent DNA helicase UvsW [EC:3.6.4.12],K18959
5_149,K18959,ATP-dependent DNA helicase UvsW [EC:3.6.4.12],K18959
5_15,K04763,integrase/recombinase XerD,K04763
5_150,K00147,glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41],K00147
5_151,5_151,,none
5_152,5_152,,none
5_153,K08177,"MFS transporter, OFA family, oxalate/formate antiporter",K08177
5_154,K01956,carbamoyl-phosphate synthase small subunit [EC:6.3.5.5],K01956
5_155,K21627,protein IFH1,K21627
5_156,K15352,secreted effector protein PipB2,K15352
5_157,K10400,kinesin family member 15,K10400
5_158,K03529,chromosome segregation protein,K03529
5_159,K16787,energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-],K16787
5_16,5_16,,none
5_160,K16787,energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-],K16787
