yourlist:M20210906A084FC58F6BBA219896F365D15F2EB441956986	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (GO)	Gene ontology IDs
WP_010998740.1	Q8YNF7	GCST_NOSS1	reviewed	Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	gcvT all4609	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	376	aminomethyltransferase activity [GO:0004047]; transaminase activity [GO:0008483]; glycine decarboxylation via glycine cleavage system [GO:0019464]	GO:0004047; GO:0008483; GO:0019464
WP_010998740.1	A0A1Z4KMP6	A0A1Z4KMP6_ANAVA	unreviewed	Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	gcvT NIES23_30230	Trichormus variabilis NIES-23	376	aminomethyltransferase activity [GO:0004047]; transaminase activity [GO:0008483]; glycine decarboxylation via glycine cleavage system [GO:0019464]	GO:0004047; GO:0008483; GO:0019464
WP_007498672.1	G2GG02	G2GG02_9ACTN	unreviewed	Uncharacterized protein	SZN_22181	Streptomyces zinciresistens K42	351		
WP_020741476.1	S4YB92	S4YB92_SORCE	unreviewed	MbtH domain-containing protein	SCE1572_48210	Sorangium cellulosum So0157-2	75		
WP_012407551.1	B2IT29	B2IT29_NOSP7	unreviewed	Biopolymer transport protein ExbD/TolR	Npun_R0781	Nostoc punctiforme (strain ATCC 29133 / PCC 73102)	133	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; protein transport [GO:0015031]	GO:0005886; GO:0015031; GO:0016021; GO:0022857
WP_062246103.1	A0A0S3TLL5	A0A0S3TLL5_9CYAN	unreviewed	Beta-ketoacyl synthase	FIS3754_18880	Fischerella sp. NIES-3754	1570	3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; phosphopantetheine binding [GO:0031177]; fatty acid biosynthetic process [GO:0006633]	GO:0004315; GO:0006633; GO:0031177
WP_023068318.1	U7QC72	U7QC72_9CYAN	unreviewed	"D-alanine--poly(Phosphoribitol) ligase, subunit 1 (EC 6.1.1.13)"	M595_4606	Lyngbya aestuarii BL J	2597	ligase activity [GO:0016874]; phosphopantetheine binding [GO:0031177]	GO:0016874; GO:0031177
WP_007312560.1	G5JBA9	G5JBA9_CROWT	unreviewed	Uncharacterized protein	CWATWH0003_4723	Crocosphaera watsonii WH 0003	397	integral component of membrane [GO:0016021]	GO:0016021
WP_007312560.1	T2IF01	T2IF01_CROWT	unreviewed	Uncharacterized protein	CWATWH8502_867	Crocosphaera watsonii WH 8502	397	integral component of membrane [GO:0016021]	GO:0016021
WP_007312560.1	T2JU04	T2JU04_CROWT	unreviewed	Uncharacterized protein	CWATWH0402_1360	Crocosphaera watsonii WH 0402	397	integral component of membrane [GO:0016021]	GO:0016021
WP_008051087.1	H1WB48	H1WB48_9CYAN	unreviewed	Uncharacterized protein	ARTHRO_150031	Limnospira indica PCC 8005	727	integral component of membrane [GO:0016021]	GO:0016021
WP_023172994.1	U5QJV8	U5QJV8_9CYAN	unreviewed	"Transposase, IS605 OrfB family"	GKIL_1633	Gloeobacter kilaueensis JS1	378	DNA binding [GO:0003677]; DNA recombination [GO:0006310]; transposition [GO:0032196]	GO:0003677; GO:0006310; GO:0032196
WP_012595021.1	B7JW59	SFSA_RIPO1	reviewed	Sugar fermentation stimulation protein homolog	sfsA PCC8801_1698	Rippkaea orientalis (strain PCC 8801) (Cyanothece sp. (strain PCC 8801))	242	DNA binding [GO:0003677]	GO:0003677
WP_015144360.1	K9T7T4	K9T7T4_9CYAN	unreviewed	"Aminodeoxychorismate synthase, component I, clade 2"	Ple7327_2795	Pleurocapsa sp. PCC 7327	467	biosynthetic process [GO:0009058]	GO:0009058
WP_065710306.1	A0A1B1TWN2	A0A1B1TWN2_9SYNE	unreviewed	Uncharacterized protein	AWQ22_04375	Synechococcus sp. PCC 7117	111		
WP_073633155.1	A0A1Z4IZ10	A0A1Z4IZ10_9CYAN	unreviewed	Putative Chase2 sensor protein	SAMD00079811_48700	Scytonema sp. HK-05	925	integral component of membrane [GO:0016021]	GO:0016021
WP_002769926.1	I4G6Z7	I4G6Z7_MICAE	unreviewed	Pseudouridine synthase (EC 5.4.99.-)	MICAC_4890005	Microcystis aeruginosa PCC 9443	248	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; pseudouridine synthesis [GO:0001522]	GO:0001522; GO:0003723; GO:0009982
WP_021830925.1	T2IFR4	T2IFR4_CROWT	unreviewed	Cytosine-specific methyltransferase (EC 2.1.1.37)	CWATWH8502_2476	Crocosphaera watsonii WH 8502	339	DNA (cytosine-5-)-methyltransferase activity [GO:0003886]; DNA restriction-modification system [GO:0009307]	GO:0003886; GO:0009307
WP_006632673.1	F5UFL4	F5UFL4_9CYAN	unreviewed	Uma2 domain-containing protein	MicvaDRAFT_1455	Microcoleus vaginatus FGP-2	202		
WP_066345254.1	A0A0D6AEB9	A0A0D6AEB9_9CHRO	unreviewed	Membrane protein	GM3708_1506	Geminocystis sp. NIES-3708	311	integral component of membrane [GO:0016021]	GO:0016021
WP_054465968.1	A0A0M1JUG9	A0A0M1JUG9_9CYAN	unreviewed	Uncharacterized protein	AM228_09935	Planktothricoides sp. SR001	91	integral component of membrane [GO:0016021]	GO:0016021
WP_021834617.1	T2J577	T2J577_CROWT	unreviewed	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA)	queA CWATWH0401_1750	Crocosphaera watsonii WH 0401	361	cytoplasm [GO:0005737]; isomerase activity [GO:0016853]; transferase activity [GO:0016740]; queuosine biosynthetic process [GO:0008616]	GO:0005737; GO:0008616; GO:0016740; GO:0016853
WP_016876885.1	A0A3S0XWA0	A0A3S0XWA0_CHLFR	unreviewed	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	PCC6912_36720	Chlorogloeopsis fritschii PCC 6912	476	dihydrolipoyl dehydrogenase activity [GO:0004148]; flavin adenine dinucleotide binding [GO:0050660]; cell redox homeostasis [GO:0045454]	GO:0004148; GO:0045454; GO:0050660
WP_023075602.1	U9VLK9	U9VLK9_9CYAN	unreviewed	Uncharacterized protein	N836_01575	Leptolyngbya sp. Heron Island J	71		
WP_002748440.1	A0A1X9L6V6	A0A1X9L6V6_MICAE	unreviewed	Uncharacterized protein	BH695_0479	Microcystis aeruginosa PCC 7806SL	427		
WP_002748440.1	L8NNH1	L8NNH1_MICAE	unreviewed	Uncharacterized protein	C789_4875	Microcystis aeruginosa DIANCHI905	427		
WP_007311370.1	G5J752	G5J752_CROWT	unreviewed	Uncharacterized protein	CWATWH0003_3293	Crocosphaera watsonii WH 0003	113		
WP_007311370.1	T2ISZ0	T2ISZ0_CROWT	unreviewed	Uncharacterized protein	CWATWH0005_4038	Crocosphaera watsonii WH 0005	113		
WP_007311370.1	T2JYP6	T2JYP6_CROWT	unreviewed	Uncharacterized protein	CWATWH0402_3682	Crocosphaera watsonii WH 0402	113		
WP_002748708.1	A0A0K1S1K4	A0A0K1S1K4_9CHRO	unreviewed	YcfA family protein	VL20_2799	Microcystis panniformis FACHB-1757	74	endonuclease activity [GO:0004519]; mRNA binding [GO:0003729]	GO:0003729; GO:0004519
WP_002748708.1	A0A1X9LEM1	A0A1X9LEM1_MICAE	unreviewed	Uncharacterized protein	BH695_5169	Microcystis aeruginosa PCC 7806SL	74	endonuclease activity [GO:0004519]; mRNA binding [GO:0003729]	GO:0003729; GO:0004519
WP_002748708.1	I4GU27	I4GU27_MICAE	unreviewed	Similar to tr|Q8YVZ2|Q8YVZ2	MICAE_180004	Microcystis aeruginosa PCC 9806	74	endonuclease activity [GO:0004519]; mRNA binding [GO:0003729]	GO:0003729; GO:0004519
WP_002748708.1	L8NIQ9	L8NIQ9_MICAE	unreviewed	Uncharacterized protein	C789_5026	Microcystis aeruginosa DIANCHI905	74	endonuclease activity [GO:0004519]; mRNA binding [GO:0003729]	GO:0003729; GO:0004519
WP_002747962.1	L8NP52	L8NP52_MICAE	unreviewed	FeS assembly protein SufB	sufB C789_4610	Microcystis aeruginosa DIANCHI905	490	iron-sulfur cluster assembly [GO:0016226]	GO:0016226
WP_002754431.1	A0A5D5BE22	A0A5D5BE22_MICAE	unreviewed	16S rRNA m5C967 methyltransferase (EC 2.1.1.176) (rRNA (cytosine-C(5)-)-methyltransferase RsmB)	FXO09_14440	Microcystis aeruginosa KLA2	446	"cytoplasm [GO:0005737]; RNA binding [GO:0003723]; rRNA methyltransferase activity [GO:0008649]; regulation of transcription, DNA-templated [GO:0006355]"	GO:0003723; GO:0005737; GO:0006355; GO:0008649
WP_004268014.1	I4IPK2	I4IPK2_MICAE	unreviewed	Magnesium transport protein CorA	corA MICAK_2310004	Microcystis aeruginosa PCC 9701	385	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cobalt ion transmembrane transporter activity [GO:0015087]; magnesium ion transmembrane transporter activity [GO:0015095]	GO:0005886; GO:0015087; GO:0015095; GO:0016021
WP_012597732.1	B7KBV9	NADA_GLOC7	reviewed	Quinolinate synthase A (EC 2.5.1.72)	nadA PCC7424_0314	Gloeothece citriformis (strain PCC 7424) (Cyanothece sp. (strain PCC 7424))	323	"cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; quinolinate synthetase A activity [GO:0008987]; NAD biosynthetic process [GO:0009435]"	GO:0005737; GO:0008987; GO:0009435; GO:0046872; GO:0051539
WP_069475419.1	A0A1E4Q9G7	A0A1E4Q9G7_MICAE	unreviewed	Uncharacterized protein	BFG60_4352	Microcystis aeruginosa NIES-98	124		
WP_015142238.1	K9T0D7	K9T0D7_9CYAN	unreviewed	Uncharacterized protein	Ple7327_0478	Pleurocapsa sp. PCC 7327	85		
WP_008049147.1	H1W6S1	H1W6S1_9CYAN	unreviewed	"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)"	ribH ARTHRO_1050054	Limnospira indica PCC 8005	201	"riboflavin synthase complex [GO:0009349]; 6,7-dimethyl-8-ribityllumazine synthase activity [GO:0000906]; riboflavin biosynthetic process [GO:0009231]"	GO:0000906; GO:0009231; GO:0009349
WP_015203930.1	K9W244	K9W244_9CYAN	unreviewed	Phosphoribosyltransferase	Cri9333_2983	Crinalium epipsammum PCC 9333	173	"transferase activity, transferring glycosyl groups [GO:0016757]; nucleoside metabolic process [GO:0009116]"	GO:0009116; GO:0016757
WP_069968516.1	A0A1E5QGU3	A0A1E5QGU3_9CYAN	unreviewed	Uncharacterized protein	BH720_17570	Desertifilum sp. IPPAS B-1220	147	"DNA binding [GO:0003677]; metal ion binding [GO:0046872]; regulation of transcription, DNA-templated [GO:0006355]"	GO:0003677; GO:0006355; GO:0046872
WP_006616159.1	D4ZYZ0	D4ZYZ0_ARTPN	unreviewed	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	aroA NIES39_L03460	Arthrospira platensis (strain NIES-39 / IAM M-135) (Spirulina platensis)	450	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423
WP_035192174.1	A0A060USW2	A0A060USW2_9PROT	unreviewed	Uncharacterized protein	AFERRI_340021	Acidithiobacillus ferrivorans	108		
WP_021834982.1	T2J765	T2J765_CROWT	unreviewed	Soluble [2Fe-2S] ferredoxin	CWATWH0401_797	Crocosphaera watsonii WH 0401	99	"2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]"	GO:0009055; GO:0046872; GO:0051537
WP_013324544.1	E0UDR7	E0UDR7_GLOV7	unreviewed	AMP-dependent synthetase and ligase	Cyan7822_4594	Gloeothece verrucosa (strain PCC 7822) (Cyanothece sp. (strain PCC 7822))	461	ligase activity [GO:0016874]	GO:0016874
WP_015141806.1	K9SZ88	K9SZ88_9CYAN	unreviewed	Uncharacterized protein	Ple7327_0006	Pleurocapsa sp. PCC 7327	504		
WP_069073938.1	A0A1E2WQM8	A0A1E2WQM8_9NOSO	unreviewed	Photosystem II reaction center Psb28 protein (Photosystem II 13 kDa protein) (Photosystem II reaction center W protein)	psb28 A4S05_32730	Nostoc sp. KVJ20	113	photosystem II oxygen evolving complex [GO:0009654]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]	GO:0009654; GO:0015979; GO:0031676
WP_061431179.1	A0A139GNG1	A0A139GNG1_MICA8	unreviewed	Plasmid stabilization system	OA58_07610	Microcystis aeruginosa (strain NIES-88)	112		
WP_072718950.1	A0A1J1LI83	A0A1J1LI83_9CYAN	unreviewed	Uncharacterized protein	PL9214430167	Planktothrix tepida PCC 9214	116		
WP_026082058.1	A0A4D9C8D8	A0A4D9C8D8_MASLA	unreviewed	YCII domain-containing protein	BLD44_029080	Mastigocladus laminosus UU774	89		
WP_026082058.1	A0A4V2JNJ2	A0A4V2JNJ2_9CYAN	unreviewed	YCII domain-containing protein	B4U84_01990	Westiellopsis prolifica IICB1	89		
WP_015219865.1	K9Z6D7	K9Z6D7_CYAAP	unreviewed	Uncharacterized protein	Cyan10605_2051	Cyanobacterium aponinum (strain PCC 10605)	78		
WP_021832017.1	T2IK79	T2IK79_CROWT	unreviewed	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	pheT CWATWH8502_3682	Crocosphaera watsonii WH 8502	813	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]; phenylalanyl-tRNA aminoacylation [GO:0006432]	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005737; GO:0006432
WP_035156020.1	A0A0T7BW39	A0A0T7BW39_9CYAN	unreviewed	Hydroxyglutarate oxidase	IJ00_20130	Calothrix sp. 336/3	405	oxidoreductase activity [GO:0016491]	GO:0016491
WP_006042330.1	A5GIH4	PSBH_SYNPW	reviewed	Photosystem II reaction center protein H (PSII-H)	psbH SynWH7803_0313	Synechococcus sp. (strain WH7803)	66	integral component of membrane [GO:0016021]; photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; phosphate ion binding [GO:0042301]; photosynthesis [GO:0015979]; protein stabilization [GO:0050821]	GO:0009523; GO:0015979; GO:0016021; GO:0031676; GO:0042301; GO:0050821
WP_006042330.1	A0A7G8CQE6	A0A7G8CQE6_9SYNE	unreviewed	Photosystem II reaction center protein H (PSII-H)	psbH SynA1560_00345	Synechococcus sp. A15-60	66	integral component of membrane [GO:0016021]; photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; phosphate ion binding [GO:0042301]; photosynthesis [GO:0015979]; protein stabilization [GO:0050821]	GO:0009523; GO:0015979; GO:0016021; GO:0031676; GO:0042301; GO:0050821
WP_006042330.1	A0A7G8EB44	A0A7G8EB44_9SYNE	unreviewed	Photosystem II reaction center protein H (PSII-H)	psbH SynBMKMC1_00425	Synechococcus sp. BMK-MC-1	66	integral component of membrane [GO:0016021]; photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; phosphate ion binding [GO:0042301]; photosynthesis [GO:0015979]; protein stabilization [GO:0050821]	GO:0009523; GO:0015979; GO:0016021; GO:0031676; GO:0042301; GO:0050821
WP_006042330.1	A0A7G8ESZ2	A0A7G8ESZ2_9SYNE	unreviewed	Photosystem II reaction center protein H (PSII-H)	psbH SynNOUM97013_00341	Synechococcus sp. NOUM97013	66	integral component of membrane [GO:0016021]; photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; phosphate ion binding [GO:0042301]; photosynthesis [GO:0015979]; protein stabilization [GO:0050821]	GO:0009523; GO:0015979; GO:0016021; GO:0031676; GO:0042301; GO:0050821
WP_006042330.1	A0A7G8FRL7	A0A7G8FRL7_9SYNE	unreviewed	Photosystem II reaction center protein H (PSII-H)	psbH SynPROS71_00378	Synechococcus sp. PROS-7-1	66	integral component of membrane [GO:0016021]; photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; phosphate ion binding [GO:0042301]; photosynthesis [GO:0015979]; protein stabilization [GO:0050821]	GO:0009523; GO:0015979; GO:0016021; GO:0031676; GO:0042301; GO:0050821
WP_006042330.1	A0A7G8HG75	A0A7G8HG75_9SYNE	unreviewed	Photosystem II reaction center protein H (PSII-H)	psbH SynMEDNS5_00318	Synechococcus sp. MEDNS5	66	integral component of membrane [GO:0016021]; photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; phosphate ion binding [GO:0042301]; photosynthesis [GO:0015979]; protein stabilization [GO:0050821]	GO:0009523; GO:0015979; GO:0016021; GO:0031676; GO:0042301; GO:0050821
WP_006042330.1	A0A7G8IK01	A0A7G8IK01_9SYNE	unreviewed	Photosystem II reaction center protein H (PSII-H)	psbH SynA1825c_00311	Synechococcus sp. A18-25c	66	integral component of membrane [GO:0016021]; photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; phosphate ion binding [GO:0042301]; photosynthesis [GO:0015979]; protein stabilization [GO:0050821]	GO:0009523; GO:0015979; GO:0016021; GO:0031676; GO:0042301; GO:0050821
WP_006042330.1	A4CSZ2	A4CSZ2_SYNPV	unreviewed	Photosystem II reaction center protein H (PSII-H)	psbH WH7805_07611	Synechococcus sp. (strain WH7805)	66	integral component of membrane [GO:0016021]; photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; phosphate ion binding [GO:0042301]; photosynthesis [GO:0015979]; protein stabilization [GO:0050821]	GO:0009523; GO:0015979; GO:0016021; GO:0031676; GO:0042301; GO:0050821
WP_027843229.1	A0A0V7ZTR1	A0A0V7ZTR1_9CYAN	unreviewed	Molecular chaperone DnaJ	BC008_31175	Mastigocoleus testarum BC008	215	integral component of membrane [GO:0016021]	GO:0016021
WP_012266416.1	B0JNF6	B0JNF6_MICAN	unreviewed	Uma2 domain-containing protein	MAE_35640	Microcystis aeruginosa (strain NIES-843)	190		
WP_015955786.1	B7KJB0	B7KJB0_GLOC7	unreviewed	DUF218 domain-containing protein	PCC7424_3813	Gloeothece citriformis (strain PCC 7424) (Cyanothece sp. (strain PCC 7424))	194		
WP_048325113.1	T2JP41	T2JP41_CROWT	unreviewed	"Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15) (Osmoregulatory trehalose synthesis protein A) (Trehalose-6-phosphate synthase) (UDP-glucose-glucosephosphate glucosyltransferase)"	CWATWH0402_1457	Crocosphaera watsonii WH 0402	726	"alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity [GO:0003825]; hydrolase activity [GO:0016787]; trehalose biosynthetic process [GO:0005992]"	GO:0003825; GO:0005992; GO:0016787
WP_065715006.1	A0A1B1TSI8	A0A1B1TSI8_9SYNE	unreviewed	ABC transporter ATP-binding protein	AWQ21_13670	Synechococcus sp. PCC 7003	264	ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]	GO:0005524; GO:0042626
WP_015078057.1	K7WBY7	K7WBY7_9NOST	unreviewed	Aldehyde dehydrogenase	ANA_C10080	Anabaena sp. 90	461	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]; cellular aldehyde metabolic process [GO:0006081]"	GO:0006081; GO:0016620
WP_021836354.1	T2JBD5	T2JBD5_CROWT	unreviewed	Uncharacterized protein	CWATWH0401_1292	Crocosphaera watsonii WH 0401	1979	integral component of plasma membrane [GO:0005887]; protein secretion [GO:0009306]	GO:0005887; GO:0009306
WP_015181351.1	K9WBK6	K9WBK6_9CYAN	unreviewed	"Uncharacterized protein, putative amidase"	Mic7113_1305	Microcoleus sp. PCC 7113	270	hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]	GO:0016787; GO:0046872
WP_073629822.1	A0A1Z4ITS9	A0A1Z4ITS9_9CYAN	unreviewed	Family 4 glycosyl transferase	SAMD00079811_30330	Scytonema sp. HK-05	348	integral component of membrane [GO:0016021]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]	GO:0008963; GO:0016021
WP_044106648.1	A0A077JF87	A0A077JF87_9CYAN	unreviewed	Putative HI0933-like protein	ETSB_1082	cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko	413		
WP_015229761.1	K9YXE9	K9YXE9_DACSA	unreviewed	NAD(P)H-quinone oxidoreductase subunit M (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit M) (NDH-1 subunit M) (NDH-M)	ndhM Dacsa_2135	Dactylococcopsis salina PCC 8305	119	"plasma membrane-derived thylakoid membrane [GO:0031676]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; quinone binding [GO:0048038]"	GO:0016655; GO:0031676; GO:0048038
WP_023067850.1	U7QHM0	U7QHM0_9CYAN	unreviewed	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	ppa M595_4148	Lyngbya aestuarii BL J	176	cytoplasm [GO:0005737]; inorganic diphosphatase activity [GO:0004427]; magnesium ion binding [GO:0000287]; phosphate-containing compound metabolic process [GO:0006796]	GO:0000287; GO:0004427; GO:0005737; GO:0006796
WP_007313144.1	G5JD91	G5JD91_CROWT	unreviewed	Uncharacterized protein	CWATWH0003_5388	Crocosphaera watsonii WH 0003	279	integral component of membrane [GO:0016021]	GO:0016021
WP_007313144.1	T2ILD0	T2ILD0_CROWT	unreviewed	Uncharacterized protein	CWATWH0005_1407	Crocosphaera watsonii WH 0005	279	integral component of membrane [GO:0016021]	GO:0016021
WP_007313144.1	T2JTT6	T2JTT6_CROWT	unreviewed	Uncharacterized protein	CWATWH0402_5239	Crocosphaera watsonii WH 0402	279	integral component of membrane [GO:0016021]	GO:0016021
WP_073639967.1	A0A1U7IU74	A0A1U7IU74_9NOSO	unreviewed	Serine/threonine protein kinase	FACHB389_06070	Nostoc calcicola FACHB-389	465	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524; GO:0016021
WP_008275971.1	A3IRG4	A3IRG4_9CHRO	unreviewed	Putative fluoride ion transporter CrcB	crcB CY0110_21300	Crocosphaera chwakensis CCY0110	125	integral component of plasma membrane [GO:0005887]; inorganic anion transmembrane transporter activity [GO:0015103]	GO:0005887; GO:0015103
XP_034084527.1	A0A6P8WAK7	A0A6P8WAK7_GYMAC	unreviewed	"aldehyde dehydrogenase, mitochondrial-like isoform X2"	LOC117554272	Gymnodraco acuticeps (Antarctic dragonfish)	482	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]"	GO:0016620
