"","id","description","length","eValue","bitscore","simMean","GO_IDs","GO_terms","gene_id","gene_name","KO"
"1865","48_10","WP_073624709.1",73,1.42e-22,95.9,73.97,"GO:0006313;GO:0003677;GO:0004803;GO:0016020;GO:0016021","transposition, DNA-mediated; DNA binding; transposase activity; membrane; integral component of membrane;integral component of membrane;DNA binding;transposase activity","WP_073624709.1","ISH3 family transposase","none"
"1866","48_15","MBK39533.1",310,1.65e-70,235,60,"GO:0006979;GO:0004601;GO:0020037;GO:0016021","response to oxidative stress; peroxidase activity; heme binding;integral component of membrane;heme binding;peroxidase activity","K19511","peroxidase [EC:1.11.1.7]","K19511"
"1867","48_17","WP_073624709.1",73,1.42e-22,95.9,73.97,"GO:0006313;GO:0003677;GO:0004803;GO:0016020;GO:0016021","transposition, DNA-mediated; DNA binding; transposase activity; membrane; integral component of membrane;integral component of membrane;DNA binding;transposase activity","WP_073624709.1","ISH3 family transposase","none"
"1868","48_18","WP_012266549.1",87,3.52e-17,92.4,71.26,"GO:0005515","protein binding","K11798","bromodomain and WD repeat domain containing protein 1/3","K11798"
"1869","48_22","WP_130757155.1",680,7.18e-244,694,71.91,"GO:0043886","structural constituent of carboxysome","K08698","carbon dioxide concentrating mechanism protein CcmM","K08698"
"1870","48_23","WP_206813374.1",100,3.28e-51,161,88,"GO:0031469","polyhedral organelle","K08697","carbon dioxide concentrating mechanism protein CcmL","K08697"
"1871","48_24","WP_007303790.1",111,1.01e-70,211,100,"GO:0015977;GO:0031470;GO:0031469","carbon fixation; carboxysome;polyhedral organelle;carboxysome","K08696","carbon dioxide concentrating mechanism protein CcmK","K08696"
"1872","48_24","WP_007303790.1",111,1.01e-70,211,100,"GO:0015977;GO:0031470;GO:0031469","carbon fixation; carboxysome;polyhedral organelle;carboxysome","K08696","carbon dioxide concentrating mechanism protein CcmK","K08696"
"1873","48_24","WP_007303790.1",111,1.01e-70,211,100,"GO:0015977;GO:0031470;GO:0031469","carbon fixation; carboxysome;polyhedral organelle;carboxysome","K08696","carbon dioxide concentrating mechanism protein CcmK","K08696"
"1874","48_24","WP_007303790.1",111,1.01e-70,211,100,"GO:0015977;GO:0031470;GO:0031469","carbon fixation; carboxysome;polyhedral organelle;carboxysome","K08696","carbon dioxide concentrating mechanism protein CcmK","K08696"
"1875","48_24","WP_007303790.1",111,1.01e-70,211,100,"GO:0015977;GO:0031470;GO:0031469","carbon fixation; carboxysome;polyhedral organelle;carboxysome","K08696","carbon dioxide concentrating mechanism protein CcmK","K08696"
"1876","48_25","WP_190502168.1",103,1.09e-59,182,96.12,"GO:0031469","polyhedral organelle","K08696","carbon dioxide concentrating mechanism protein CcmK","K08696"
"1877","48_26","MBD1213792.1",452,7.51e-305,860,96.46,"GO:0009228;GO:0016830;GO:0051536","thiamine biosynthetic process; carbon-carbon lyase activity; iron-sulfur cluster binding","K03147","phosphomethylpyrimidine synthase [EC:4.1.99.17]","K03147"
"1878","48_33","HEA65633.1",456,4.6e-28,123,42.54,"GO:0008146;GO:0016021","sulfotransferase activity; integral component of membrane;integral component of membrane","K02514","heparan sulfate 6-O-sulfotransferase HS6ST1 [EC:2.8.2.-]","K02514"
"1879","48_36","PZV21020.1",454,2.43e-60,209,52.86,"GO:0055085;GO:0022857;GO:0016020","transmembrane transport; transmembrane transporter activity; membrane;membrane;transmembrane transporter activity","K03585","membrane fusion protein, multidrug efflux system","K03585"
"1880","48_38","HAC66175.1",220,5.73e-123,353,90.91,"GO:0006414;GO:0003746;GO:0005515;GO:0005737","translational elongation; translation elongation factor activity; protein binding; cytoplasm;cytoplasm;translation elongation factor activity","K02357","elongation factor Ts","K02357"
"1881","48_39","WP_068510363.1",236,4.61e-137,391,90.68,"GO:0006412;GO:0003735;GO:0015935;GO:0005840","translation; structural constituent of ribosome; small ribosomal subunit; ribosome;small ribosomal subunit;structural constituent of ribosome","K02967","small subunit ribosomal protein S2","K02967"
"1882","48_40","NCQ96016.1",141,1.91e-80,239,87.94,"GO:0006777","Mo-molybdopterin cofactor biosynthetic process","K03635","molybdopterin synthase catalytic subunit [EC:2.8.1.12]","K03635"
"1883","48_42","QSV54600.1",464,1.13e-210,595,78.88,"GO:0005975;GO:0000287;GO:0008966;GO:0071704;GO:0016868","carbohydrate metabolic process; magnesium ion binding; phosphoglucosamine mutase activity; organic substance metabolic process; intramolecular transferase activity, phosphotransferases","K03431","phosphoglucosamine mutase [EC:5.4.2.10]","K03431"
"1884","48_53","WP_169157236.1",336,1.53e-142,414,76.19,"GO:0003924;GO:0005525","GTPase activity; GTP binding","K06949","ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]","K06949"
"1885","48_54","WP_107669095.1",178,1.38e-116,332,96.63,"GO:0016209;GO:0016491","antioxidant activity; oxidoreductase activity","K03564","peroxiredoxin Q/BCP [EC:1.11.1.15]","K03564"
"1886","48_56","NJK61805.1",120,2.3e-47,153,75.83,"GO:0000160","phosphorelay signal transduction system","K02658","twitching motility two-component system response regulator PilH","K02658"
"1887","48_57","WP_144863038.1",135,1.34e-07,53.9,51.11,"GO:0006935;GO:0007165","chemotaxis; signal transduction","K02659","twitching motility protein PilI","K02659"
"1888","48_58","WP_007304314.1",732,0,1320,99.04,"GO:0007165;GO:0016310;GO:0016301;GO:0016021;GO:0016020","signal transduction; phosphorylation; kinase activity; integral component of membrane; membrane;integral component of membrane;kinase activity","K02660","twitching motility protein PilJ","K02660"
"1889","48_62","WP_007304314.1",46,2.51e-20,88.6,100,"GO:0007165;GO:0016310;GO:0016301;GO:0016020;GO:0016021","signal transduction; phosphorylation; kinase activity; membrane; integral component of membrane;integral component of membrane;kinase activity","K02660","twitching motility protein PilJ","K02660"
"1890","48_63","GBE33936.1",368,2.11e-11,71.2,44.84,"GO:0000160","phosphorelay signal transduction system","K11526","two-component system, chemotaxis family, sensor histidine kinase and response regulator PixL","K11526"
"1891","48_64","KYC38779.1",401,4.54e-66,231,53.12,"GO:0000160;GO:0006935;GO:0016310;GO:0016772;GO:0007165;GO:0000155;GO:0005737","phosphorelay signal transduction system; chemotaxis; phosphorylation; transferase activity, transferring phosphorus-containing groups; signal transduction;cytoplasm;phosphorelay sensor kinase activity;chemotaxis","K06596","chemosensory pili system protein ChpA (sensor histidine kinase/response regulator)","K06596"
"1892","48_67","WP_014275698.1",580,5.8e-250,704,74.83,"GO:0090304;GO:0003676;GO:0004519;GO:0003964","nucleic acid metabolic process; nucleic acid binding; endonuclease activity;nucleic acid binding;endonuclease activity;RNA-directed DNA polymerase activity","K00986","RNA-directed DNA polymerase [EC:2.7.7.49]","K00986"
"1893","48_70","WP_069966276.1",92,7.46e-43,139,92.39,"GO:0016021;GO:0016020","integral component of membrane;membrane","K02221","YggT family protein","K02221"
"1894","48_71","WP_196516116.1",192,2.72e-68,211,70.31,"GO:0008615;GO:0004733;GO:0010181","pyridoxine biosynthetic process; pyridoxamine-phosphate oxidase activity; FMN binding","K00275","pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]","K00275"
"1895","48_73","WP_142599767.1",292,3.34e-56,189,57.19,"GO:0000160","phosphorelay signal transduction system","K11444","two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]","K11444"
"1896","48_74","HBL13496.1",44,7.95e-17,76.6,93.18,"GO:0000160;GO:0016310;GO:0016301","phosphorelay signal transduction system; phosphorylation; kinase activity;kinase activity","K02657","twitching motility two-component system response regulator PilG","K02657"
"1897","48_75","KHD06316.1",131,7.4e-62,190,85.5,"GO:0000160","phosphorelay signal transduction system","K19641","two-component system, NtrC family, response regulator HupR/HoxA","K19641"
"1898","48_76","MBF0280903.1",468,3.25e-125,377,65.6,"GO:0000160;GO:0016310;GO:0000155;GO:0007165;GO:0016772","phosphorelay signal transduction system; phosphorylation; phosphorelay sensor kinase activity; signal transduction; transferase activity, transferring phosphorus-containing groups","K02482","two-component system, NtrC family, sensor kinase [EC:2.7.13.3]","K02482"
"1899","48_77","EHJ12245.1",723,0,1407,100,"GO:0000160;GO:0006355;GO:0009584;GO:0016310;GO:0018298;GO:0000155;GO:0007165;GO:0016772","phosphorelay signal transduction system; regulation of transcription, DNA-templated; detection of visible light; phosphorylation; protein-chromophore linkage; phosphorelay sensor kinase activity; signal transduction; transferase activity, transferring phosphorus-containing groups;phosphorelay sensor kinase activity;detection of visible light;protein-chromophore linkage;regulation of transcription, DNA-templated","K11527","two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]","K11527"
"1900","48_78","HBE49589.1",141,1.37e-22,99,58.87,"GO:0006355","regulation of transcription, DNA-templated","K11354","two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]","K11354"
"1901","48_79","MBN3909555.1",446,6.05e-214,601,82.06,"GO:0006508;GO:0008237","proteolysis; metallopeptidase activity","K03592","PmbA protein","K03592"
"1902","48_80","TVQ47883.1",257,1.35e-118,344,79.38,"GO:0016491","oxidoreductase activity","K20145","sanguinarine reductase [EC:1.3.1.107]","K20145"
"1903","48_81","WP_002797335.1",287,8.39e-130,375,77.35,"GO:0003824;GO:0016787","catalytic activity;hydrolase activity","K05714","2-hydroxy-6-oxonona-2,4-dienedioate hydrolase [EC:3.7.1.14]","K05714"
"1904","49_1","WP_190649732.1",1224,0,1923,87.42,"GO:0009086;GO:0042558;GO:0008270;GO:0008705;GO:0031419;GO:0044237;GO:0046872","methionine biosynthetic process; pteridine-containing compound metabolic process; zinc ion binding; methionine synthase activity; cobalamin binding; cellular metabolic process; metal ion binding","K00548","5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]","K00548"
"1905","49_4","WP_040007841.1",551,1.67e-149,445,64.61,"GO:0006313;GO:0003677;GO:0004803","transposition, DNA-mediated; DNA binding; transposase activity","K09454","GA-binding protein transcription factor, beta","K09454"
"1906","49_7","MBI1340301.1",379,3.84e-201,563,85.49,"GO:0010181;GO:0016491;GO:0003824","FMN binding; oxidoreductase activity;catalytic activity; FMN binding","K00101","L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]","K00101"
"1907","49_8","MBT5872379.1",157,5.43e-76,228,84.08,"GO:0000105;GO:0004635","histidine biosynthetic process; phosphoribosyl-AMP cyclohydrolase activity","K01496","phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]","K01496"
"1908","49_10","MBN3888853.1",225,5.89e-36,132,60.44,"GO:0017009;GO:0016829","protein-phycocyanobilin linkage; lyase activity","MBN3888853.1","CpeT/CpcT protein","none"
"1909","49_11","WP_096570294.1",478,1.24e-227,639,77.82,"GO:0006423;GO:0004817;GO:0005524;GO:0005737;GO:0006418;GO:0000166;GO:0004812","cysteinyl-tRNA aminoacylation; cysteine-tRNA ligase activity; ATP binding; cytoplasm;tRNA aminoacylation for protein translation; cysteinyl-tRNA aminoacylation; nucleotide binding; aminoacyl-tRNA ligase activity","K01883","cysteinyl-tRNA synthetase [EC:6.1.1.16]","K01883"
"1910","49_14","WP_106237760.1",233,6.22e-127,362,87.12,"GO:0046654;GO:0003934","tetrahydrofolate biosynthetic process; GTP cyclohydrolase I activity","K01495","GTP cyclohydrolase IA [EC:3.5.4.16]","K01495"
"1911","49_20","NEZ68268.1",167,3.13e-87,258,89.22,"GO:0006777","Mo-molybdopterin cofactor biosynthetic process","K03638","molybdopterin adenylyltransferase [EC:2.7.7.75]","K03638"
"1912","49_22","GBD54817.1",358,2.79e-225,622,89.66,"GO:0009225;GO:0008460","nucleotide-sugar metabolic process; dTDP-glucose 4,6-dehydratase activity","K01710","dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]","K01710"
"1913","49_24","MBE9047289.1",505,9.15e-260,722,82.97,"GO:0005975;GO:0016868","carbohydrate metabolic process; intramolecular transferase activity, phosphotransferases","K15778","phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]","K15778"
"1914","49_25","RMF25505.1",453,1.12e-267,738,90.29,"GO:0042254;GO:0005525","ribosome biogenesis; GTP binding;GTP binding","K03977","GTPase","K03977"
"1915","49_32","CCQ59292.1",246,8.81e-182,503,100,"GO:0000287;GO:0004659;GO:0016765","magnesium ion binding; prenyltransferase activity;transferase activity, transferring alkyl or aryl (other than methyl) groups;prenyltransferase activity","K00806","undecaprenyl diphosphate synthase [EC:2.5.1.31]","K00806"
"1916","49_33","WP_061430193.1",284,4.22e-122,357,82.75,"GO:0006171;GO:0019932;GO:0004016;GO:0005524;GO:0016779;GO:0005886;GO:0016021","cAMP biosynthetic process; second-messenger-mediated signaling; adenylate cyclase activity; ATP binding; nucleotidyltransferase activity; plasma membrane; integral component of membrane;integral component of membrane;plasma membrane;adenylate cyclase activity;ATP binding;nucleotidyltransferase activity;second-messenger-mediated signaling","K18672","diadenylate cyclase [EC:2.7.7.85]","K18672"
"1917","49_33","WP_061430193.1",284,4.22e-122,357,82.75,"GO:0006171;GO:0019932;GO:0004016;GO:0005524;GO:0016779;GO:0005886;GO:0016021","cAMP biosynthetic process; second-messenger-mediated signaling; adenylate cyclase activity; ATP binding; nucleotidyltransferase activity; plasma membrane; integral component of membrane;integral component of membrane;plasma membrane;adenylate cyclase activity;ATP binding;nucleotidyltransferase activity;second-messenger-mediated signaling","K18672","diadenylate cyclase [EC:2.7.7.85]","K18672"
"1918","49_34","NES83518.1",473,9.23e-245,681,81.18,"GO:0009089;GO:0008836;GO:0003824","lysine biosynthetic process via diaminopimelate; diaminopimelate decarboxylase activity; catalytic activity","K01586","diaminopimelate decarboxylase [EC:4.1.1.20]","K01586"
"1919","50_1","NEO00993.1",111,5.58e-32,121,70.27,"GO:0006310;GO:0032196;GO:0003677","DNA recombination; transposition; DNA binding;DNA binding;transposition","K07496","putative transposase","K07496"
"1920","50_2","NEO00993.1",106,2.3e-34,128,72.64,"GO:0006310;GO:0032196;GO:0003677","DNA recombination; transposition; DNA binding;DNA binding;transposition","K07496","putative transposase","K07496"
"1921","50_3","MBF2034054.1",69,2.3e-29,104,89.86,"GO:0006351;GO:0003677;GO:0003899","transcription, DNA-templated; DNA binding; DNA-directed 5'-3' RNA polymerase activity","K03060","DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]","K03060"
"1922","50_5","WP_168358900.1",120,9.08e-47,151,74.17,"GO:0006355;GO:0003677","regulation of transcription, DNA-templated; DNA binding","WP_168358900.1","DUF1818 family protein","none"
"1923","50_6","MBD2461023.1",49,1.59e-18,77,89.8,"GO:0006605;GO:0009306;GO:0008320;GO:0016021;GO:0006886;GO:0016020","protein targeting; protein secretion; protein transmembrane transporter activity; integral component of membrane; intracellular protein transport; membrane","K03073","preprotein translocase subunit SecE","K03073"
"1924","50_7","WP_169245273.1",198,2.25e-108,314,87.37,"GO:0032784;GO:0006355","regulation of DNA-templated transcription, elongation;regulation of transcription, DNA-templated; regulation of DNA-templated transcription, elongation","K02601","transcription termination/antitermination protein NusG","K02601"
"1925","50_8","WP_028948153.1",140,6.58e-88,257,96.43,"GO:0006412;GO:0003735;GO:0070180;GO:0005840","translation; structural constituent of ribosome; large ribosomal subunit rRNA binding; ribosome;ribosome;large ribosomal subunit rRNA binding;structural constituent of ribosome","K02867","large subunit ribosomal protein L11","K02867"
"1926","50_9","KFF41412.1",237,4.08e-141,399,95.36,"GO:0006417;GO:0000049;GO:0003735;GO:0019843;GO:0015934;GO:0006412;GO:0003723","regulation of translation; tRNA binding; structural constituent of ribosome; rRNA binding; large ribosomal subunit;translation; RNA binding;large ribosomal subunit;rRNA binding;structural constituent of ribosome;tRNA binding","K02863","large subunit ribosomal protein L1","K02863"
"1927","50_11","HIK26309.1",133,1.32e-51,164,86.47,"GO:0006412;GO:0003735;GO:0005840","translation; structural constituent of ribosome; ribosome","K02935","large subunit ribosomal protein L7/L12","K02935"
