	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, ANNOTATED]	30_77	WP_198648455.1	2301	1	0.0	93.48	5	P:GO:0006812; F:GO:0005524; F:GO:0019829; F:GO:0046872; C:GO:0016021	P:cation transport; F:ATP binding; F:ATPase-coupled cation transmembrane transporter activity; F:metal ion binding; C:integral component of membrane			PR00119 (PRINTS); PR00943 (PRINTS); PF00702 (PFAM); IPR027256 (TIGRFAM); TIGR01511 (TIGRFAM); IPR006121 (PFAM); IPR023299 (G3DSA:3.40.1110.GENE3D); G3DSA:2.70.150.10 (GENE3D); G3DSA:3.30.70.100 (GENE3D); PF00122 (PFAM); IPR023214 (G3DSA:3.40.50.GENE3D); IPR001757 (TIGRFAM); IPR044492 (SFLD); SFLDG00002 (SFLD); PTHR43520 (PANTHER); IPR006121 (PROSITE_PROFILES); IPR006121 (CDD); cd02094 (CDD); IPR036163 (SUPERFAMILY); IPR008250 (SUPERFAMILY); IPR023298 (SUPERFAMILY); IPR036412 (SUPERFAMILY)	P:GO:0006812; F:GO:0000166; F:GO:0005215; F:GO:0005524; F:GO:0019829; F:GO:0046872; F:GO:0140603; C:GO:0016021	P:cation transport; F:nucleotide binding; F:transporter activity; F:ATP binding; F:ATPase-coupled cation transmembrane transporter activity; F:metal ion binding; F:obsolete ATP hydrolysis activity; C:integral component of membrane
true	[INTERPRO]	30_78		381									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	30_79	MBD2524470.1	1188	1	2.29E-182	74.63						IPR025638 (PFAM); IPR025638 (PANTHER); PTHR33835:SF2 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	30_80	MBW4547536.1	1185	1	8.72E-151	72.34						PF13641 (PFAM); IPR029044 (G3DSA:3.90.550.GENE3D); PTHR48090:SF6 (PANTHER); PTHR48090 (PANTHER); cd06438 (CDD); IPR029044 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	30_81	HFM98088.1	1215	1	9.25E-161	73.05	1	F:GO:0016757	F:glycosyltransferase activity	EC:2	Transferases	IPR001296 (PFAM); G3DSA:3.40.50.2000 (GENE3D); G3DSA:3.40.50.2000 (GENE3D); PTHR12526 (PANTHER); PTHR12526:SF577 (PANTHER); SSF53756 (SUPERFAMILY)	F:GO:0016757	F:glycosyltransferase activity
true	[INTERPRO, BLASTED, MAPPED]	30_82	WP_002771116.1	1080	1	5.76E-142	72.14	1	P:GO:0015977	P:carbon fixation			IPR041358 (PFAM); IPR040858 (PFAM); IPR040781 (PFAM); IPR037494 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	30_83	WP_007310211.1	882	1	6.08E-214	100.0						IPR001959 (PFAM); IPR021027 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	30_84	WP_041238661.1	372	1	1.27E-61	80.33						IPR010095 (PFAM)	no GO terms	no GO terms
true	[INTERPRO]	30_85		147									no IPS match	no IPS match	no IPS match
true	[INTERPRO]	30_86		396									no IPS match	no IPS match	no IPS match
true	[INTERPRO]	30_87		771									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	30_88	PSO50468.1	741	1	3.63E-117	84.94	4	P:GO:0006189; P:GO:0009236; F:GO:0004639; F:GO:0005524	P:'de novo' IMP biosynthetic process; P:cobalamin biosynthetic process; F:phosphoribosylaminoimidazolesuccinocarboxamide synthase activity; F:ATP binding	EC:6.3.2.6	Phosphoribosylaminoimidazolesuccinocarboxamide synthase	IPR028923 (PFAM); G3DSA:3.30.470.20 (GENE3D); G3DSA:3.30.200.20 (GENE3D); IPR001636 (TIGRFAM); PTHR43599:SF3 (PANTHER); PTHR43599 (PANTHER); IPR028923 (HAMAP); IPR033934 (CDD); SSF56104 (SUPERFAMILY)	P:GO:0006164; P:GO:0009236; F:GO:0004639	P:purine nucleotide biosynthetic process; P:cobalamin biosynthetic process; F:phosphoribosylaminoimidazolesuccinocarboxamide synthase activity
true	[INTERPRO, BLASTED]	30_89	WP_124977812.1	570	1	7.47E-99	91.53						IPR010095 (PFAM); IPR001959 (PFAM); PTHR30405 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	30_90	WP_124977812.1	153	1	5.45E-22	93.33						IPR021027 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	30_91	KFF41989.1	2754	1	0.0	95.43	1	C:GO:0019867	C:outer membrane			G3DSA:3.10.20.310 (GENE3D); IPR010827 (PFAM); IPR000184 (PFAM); G3DSA:3.10.20.310 (GENE3D); G3DSA:3.10.20.310 (GENE3D); IPR013686 (PFAM); G3DSA:2.40.160.50 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR039910 (PANTHER); PTHR12815:SF32 (PANTHER)	C:GO:0019867	C:outer membrane
true	[INTERPRO, BLASTED, ANNOTATED]	30_92	NJR65833.1	807	1	5.98E-119	75.94	2	P:GO:0009245; F:GO:0008759	P:lipid A biosynthetic process; F:UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity			IPR004463 (PFAM); IPR011334 (G3DSA:3.30.1700.GENE3D); IPR015870 (G3DSA:3.30.230.GENE3D); IPR004463 (TIGRFAM); IPR004463 (PANTHER); IPR004463 (HAMAP); IPR020568 (SUPERFAMILY); IPR020568 (SUPERFAMILY)	P:GO:0009245; F:GO:0008759	P:lipid A biosynthetic process; F:UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity
true	[INTERPRO, BLASTED]	30_93	WP_214235590.1	342	1	1.57E-33	60.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	30_94	WP_021834315.1	1266	1	1.56E-296	96.44	3	P:GO:0006310; P:GO:0032196; F:GO:0003677	P:DNA recombination; P:transposition; F:DNA binding			IPR021027 (PFAM); IPR001959 (PFAM); IPR010095 (PFAM); PTHR30405 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	30_95	WP_214235590.1	411	1	6.66E-34	65.6						IPR017853 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED]	30_96	OLD54708.1	1545	1	1.86E-21	46.6	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	30_97	MBE5228669.1	936	1	2.65E-152	85.43						IPR001173 (PFAM); IPR029044 (G3DSA:3.90.550.GENE3D); PTHR48090 (PANTHER); PTHR48090:SF7 (PANTHER); cd04179 (CDD); IPR029044 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	30_98	WP_008275785.1	453	1	3.65E-85	90.0						IPR009380 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	30_99	WP_006620601.1	1320	1	2.7E-175	72.89	1	F:GO:0016814	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	EC:3.5.4	Acting on carbon-nitrogen bonds, other than peptide bonds	IPR013108 (PFAM); IPR011059 (G3DSA:2.30.40.GENE3D); G3DSA:3.20.20.140 (GENE3D); PTHR32027 (PANTHER); PTHR32027:SF0 (PANTHER); cd01293 (CDD); IPR032466 (SUPERFAMILY); IPR011059 (SUPERFAMILY)	F:GO:0016810	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
true	[INTERPRO, BLASTED, ANNOTATED]	30_100	MBN4000488.1	987	1	9.57E-168	86.54	4	P:GO:0006352; P:GO:0006355; F:GO:0003677; F:GO:0016987	P:DNA-templated transcription, initiation; P:regulation of transcription, DNA-templated; F:DNA binding; F:sigma factor activity			IPR000943 (PRINTS); IPR009042 (PFAM); IPR007627 (PFAM); IPR014284 (TIGRFAM); IPR007624 (PFAM); IPR007630 (PFAM); IPR017848 (TIGRFAM); IPR036388 (G3DSA:1.10.10.GENE3D); G3DSA:1.20.120.1810 (GENE3D); IPR036388 (G3DSA:1.10.10.GENE3D); PTHR30603 (PANTHER); PTHR30603:SF43 (PANTHER); cd06171 (CDD); IPR013324 (SUPERFAMILY); IPR013325 (SUPERFAMILY); IPR013324 (SUPERFAMILY)	P:GO:0006352; P:GO:0006355; F:GO:0003677; F:GO:0003700; F:GO:0016987	P:DNA-templated transcription, initiation; P:regulation of transcription, DNA-templated; F:DNA binding; F:DNA-binding transcription factor activity; F:sigma factor activity
true	[INTERPRO, BLASTED]	30_101	WP_015146951.1	141	1	1.42E-12	81.4						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	30_102	ADN13041.1	1113	1	3.11E-181	88.05	1	C:GO:0016021	C:integral component of membrane			IPR000644 (SMART); IPR000644 (PFAM); G3DSA:3.10.580.10 (GENE3D); IPR002550 (PFAM); PTHR22777 (PANTHER); IPR000644 (PROSITE_PROFILES); IPR000644 (PROSITE_PROFILES); IPR002550 (PROSITE_PROFILES); IPR044751 (CDD); SSF54631 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	30_103	NJK73273.1	1341	1	7.14E-77	63.09						G3DSA:3.40.190.10 (GENE3D); IPR011852 (TIGRFAM); IPR011852 (PFAM); G3DSA:3.40.190.10 (GENE3D); IPR011852 (PANTHER); cd13520 (CDD); SSF53850 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	30_104	NCR67404.1	609	1	1.08E-112	93.99	3	P:GO:0006508; F:GO:0004176; F:GO:0004252	P:proteolysis; F:ATP-dependent peptidase activity; F:serine-type endopeptidase activity			IPR001907 (PRINTS); IPR001907 (TIGRFAM); G3DSA:3.90.226.10 (GENE3D); IPR023562 (PFAM); PTHR10381:SF11 (PANTHER); IPR023562 (PANTHER); IPR001907 (HAMAP); IPR001907 (CDD); IPR029045 (SUPERFAMILY)	P:GO:0006508; F:GO:0004176; F:GO:0004252	P:proteolysis; F:ATP-dependent peptidase activity; F:serine-type endopeptidase activity
true	[INTERPRO, BLASTED, ANNOTATED]	30_105	TRV48033.1	1164	1	6.32E-245	91.15	2	P:GO:0000103; F:GO:0004781	P:sulfate assimilation; F:sulfate adenylyltransferase (ATP) activity			IPR024951 (PFAM); G3DSA:3.10.400.10 (GENE3D); IPR025980 (PFAM); IPR014729 (G3DSA:3.40.50.GENE3D); IPR002650 (TIGRFAM); PTHR43509 (PANTHER); IPR020792 (HAMAP); IPR002650 (CDD); IPR015947 (SUPERFAMILY); SSF52374 (SUPERFAMILY)	P:GO:0000103; F:GO:0004781	P:sulfate assimilation; F:sulfate adenylyltransferase (ATP) activity
true	[INTERPRO, BLASTED]	30_106	WP_106544098.1	2220	1	1.79E-142	52.41						PF00656 (PFAM); IPR011189 (PIRSF); G3DSA:3.40.50.1460 (GENE3D); mobidb-lite (MOBIDB_LITE); PTHR48104 (PANTHER); IPR029030 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	30_107	TRU32707.1	1635	1	1.13E-198	71.66						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	30_108	MBW4576818.1	1347	1	6.89E-202	88.15	1	F:GO:0005524	F:ATP binding			IPR003593 (SMART); IPR027417 (G3DSA:3.40.50.GENE3D); IPR001482 (PFAM); G3DSA:3.30.450.90 (GENE3D); IPR006321 (TIGRFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR30486 (PANTHER); PTHR30486:SF6 (PANTHER); IPR006321 (CDD); IPR027417 (SUPERFAMILY)	F:GO:0005524	F:ATP binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	30_109	WP_008197138.1	1602	1	1.01E-234	80.26	2	F:GO:0005525; C:GO:0016021	F:GTP binding; C:integral component of membrane			IPR027417 (G3DSA:3.40.50.GENE3D); IPR021147 (PFAM); IPR005225 (TIGRFAM); IPR006073 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR42714:SF2 (PANTHER); PTHR42714 (PANTHER); cd00880 (CDD); IPR027417 (SUPERFAMILY)	F:GO:0005525	F:GTP binding
true	[INTERPRO, BLASTED, ANNOTATED]	30_110	NCR54094.1	1686	1	0.0	92.34	2	P:GO:0009082; F:GO:0004160	P:branched-chain amino acid biosynthetic process; F:dihydroxy-acid dehydratase activity			IPR042096 (G3DSA:3.50.30.GENE3D); IPR004404 (TIGRFAM); IPR000581 (PFAM); PTHR21000 (PANTHER); PTHR21000:SF5 (PANTHER); IPR004404 (HAMAP); SSF52016 (SUPERFAMILY); IPR037237 (SUPERFAMILY)	P:GO:0009082; F:GO:0003824; F:GO:0004160	P:branched-chain amino acid biosynthetic process; F:catalytic activity; F:dihydroxy-acid dehydratase activity
true	[INTERPRO, ANNOTATED]	30_111		240				1	C:GO:0019867	C:outer membrane			IPR006817 (PFAM); G3DSA:1.20.5.190 (GENE3D); SSF58042 (SUPERFAMILY)	C:GO:0019867	C:outer membrane
true	[INTERPRO, BLASTED]	30_112	MBN8612473.1	1206	1	1.85E-61	55.76						IPR002931 (SMART); IPR002931 (PFAM); G3DSA:3.10.620.30 (GENE3D); PTHR46333 (PANTHER); IPR038765 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	30_113	MBN3963390.1	1362	1	1.26E-167	71.05						IPR029464 (PFAM); IPR025669 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); PTHR13696 (PANTHER); cd02042 (CDD); IPR027417 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	30_114	WP_035157864.1	852	1	3.4E-10	59.79						cd16387 (CDD)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	30_115	WP_052128301.1	279	1	2.07E-8	84.44						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	30_116	NEP21211.1	1179	1	6.99E-221	89.97	1	F:GO:0016787	F:hydrolase activity	EC:3	Hydrolases	IPR002933 (PFAM); IPR011650 (PFAM); IPR017439 (PIRSF); G3DSA:3.40.630.10 (GENE3D); G3DSA:3.30.70.360 (GENE3D); IPR017439 (TIGRFAM); PTHR11014:SF114 (PANTHER); IPR017439 (PANTHER); cd08014 (CDD); SSF53187 (SUPERFAMILY); IPR036264 (SUPERFAMILY)	F:GO:0016787	F:hydrolase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	30_117	WP_008275522.1	1191	1	1.06E-237	94.44	8	P:GO:0006260; P:GO:0071897; P:GO:0090305; F:GO:0003677; F:GO:0003887; F:GO:0008408; C:GO:0005737; C:GO:0009360	P:DNA replication; P:DNA biosynthetic process; P:nucleic acid phosphodiester bond hydrolysis; F:DNA binding; F:DNA-directed DNA polymerase activity; F:3'-5' exonuclease activity; C:cytoplasm; C:DNA polymerase III complex	EC:3.1; EC:2.7.7.7	Acting on ester bonds; DNA-directed DNA polymerase	IPR001001 (SMART); IPR001001 (PIRSF); G3DSA:3.70.10.10 (GENE3D); IPR022634 (PFAM); G3DSA:3.10.150.10 (GENE3D); IPR001001 (TIGRFAM); IPR022635 (PFAM); IPR022637 (PFAM); mobidb-lite (MOBIDB_LITE); IPR001001 (PANTHER); IPR001001 (CDD); SSF55979 (SUPERFAMILY); SSF55979 (SUPERFAMILY); SSF55979 (SUPERFAMILY)	P:GO:0006260; F:GO:0003677; F:GO:0003887; F:GO:0008408; C:GO:0009360	P:DNA replication; F:DNA binding; F:DNA-directed DNA polymerase activity; F:3'-5' exonuclease activity; C:DNA polymerase III complex
true	[INTERPRO, BLASTED, ANNOTATED]	30_118	WP_017663629.1	1491	1	2.43E-211	80.16	3	P:GO:0008272; F:GO:0015116; C:GO:0016021	P:sulfate transport; F:sulfate transmembrane transporter activity; C:integral component of membrane			IPR036513 (G3DSA:3.30.750.GENE3D); IPR002645 (PFAM); IPR011547 (PFAM); PTHR43310 (PANTHER); PTHR43310:SF1 (PANTHER); IPR002645 (PROSITE_PROFILES); cd07042 (CDD); IPR036513 (SUPERFAMILY)	P:GO:0008272; F:GO:0015116; C:GO:0016021	P:sulfate transport; F:sulfate transmembrane transporter activity; C:integral component of membrane
true	[INTERPRO]	30_119		348									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED]	30_120	HAX77519.1	1272	1	2.4E-140	68.83	3	P:GO:0006310; P:GO:0032196; F:GO:0003677	P:DNA recombination; P:transposition; F:DNA binding			IPR001959 (PFAM); IPR010095 (TIGRFAM); IPR021027 (PFAM); IPR010095 (PFAM); PTHR30405 (PANTHER); PTHR30405:SF17 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	30_121	WP_201092938.1	642	1	7.65E-61	68.09	4	P:GO:0006310; P:GO:0006355; F:GO:0000150; F:GO:0003677	P:DNA recombination; P:regulation of transcription, DNA-templated; F:DNA strand exchange activity; F:DNA binding			IPR006119 (SMART); IPR000551 (SMART); G3DSA:1.10.1660.10 (GENE3D); G3DSA:1.10.287.2170 (GENE3D); IPR006119 (PFAM); IPR036162 (G3DSA:3.40.50.GENE3D); IPR000551 (PFAM); PTHR36172 (PANTHER); IPR000551 (PROSITE_PROFILES); IPR006119 (PROSITE_PROFILES); cd04761 (CDD); IPR041718 (CDD); IPR036162 (SUPERFAMILY); IPR009061 (SUPERFAMILY)	P:GO:0006310; P:GO:0006355; F:GO:0000150; F:GO:0003677	P:DNA recombination; P:regulation of transcription, DNA-templated; F:DNA strand exchange activity; F:DNA binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	30_122	HAX25323.1	828	1	1.01E-50	56.68	3	P:GO:0008610; F:GO:0005506; F:GO:0016491	P:lipid biosynthetic process; F:iron ion binding; F:oxidoreductase activity			IPR006694 (PFAM); PTHR21624:SF1 (PANTHER); PTHR21624 (PANTHER)	P:GO:0008610; F:GO:0005506; F:GO:0016491	P:lipid biosynthetic process; F:iron ion binding; F:oxidoreductase activity
true	[INTERPRO, BLASTED, ANNOTATED]	30_123	MBD2253936.1	7959	1	0.0	63.86	2	F:GO:0003824; F:GO:0031177	F:catalytic activity; F:phosphopantetheine binding			IPR020806 (SMART); G3DSA:2.30.38.10 (GENE3D); G3DSA:3.30.300.30 (GENE3D); G3DSA:3.30.300.30 (GENE3D); G3DSA:3.30.559.30 (GENE3D); IPR009081 (PFAM); G3DSA:3.30.559.30 (GENE3D); IPR000873 (PFAM); IPR025110 (PFAM); IPR010060 (TIGRFAM); IPR010071 (TIGRFAM); IPR001242 (PFAM); IPR023213 (G3DSA:3.30.559.GENE3D); G3DSA:3.40.50.980 (GENE3D); G3DSA:3.30.559.30 (GENE3D); G3DSA:2.30.38.10 (GENE3D); G3DSA:3.40.50.980 (GENE3D); IPR023213 (G3DSA:3.30.559.GENE3D); IPR036736 (G3DSA:1.10.1200.GENE3D); G3DSA:3.40.50.980 (GENE3D); IPR023213 (G3DSA:3.30.559.GENE3D); PTHR44845:SF3 (PANTHER); PTHR44845 (PANTHER); PTHR44845 (PANTHER); PTHR44845:SF3 (PANTHER); PTHR44845:SF3 (PANTHER); PTHR44845 (PANTHER); PTHR44845:SF3 (PANTHER); IPR009081 (PROSITE_PROFILES); IPR009081 (PROSITE_PROFILES); cd19531 (CDD); cd19531 (CDD); cd12115 (CDD); cd19534 (CDD); cd12116 (CDD); SSF52777 (SUPERFAMILY); SSF56801 (SUPERFAMILY); SSF52777 (SUPERFAMILY); SSF52777 (SUPERFAMILY); IPR036736 (SUPERFAMILY); SSF52777 (SUPERFAMILY); SSF56801 (SUPERFAMILY); IPR036736 (SUPERFAMILY); SSF52777 (SUPERFAMILY); SSF52777 (SUPERFAMILY)	F:GO:0003824; F:GO:0031177	F:catalytic activity; F:phosphopantetheine binding
true	[INTERPRO]	30_124		483									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	30_125	CCQ55718.1	1170	1	6.6E-31	82.5						IPR011049 (G3DSA:2.150.10.GENE3D); IPR011049 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	30_126	WP_124977812.1	1266	1	1.35E-259	94.59						IPR010095 (PFAM); IPR021027 (PFAM); IPR001959 (PFAM); PTHR30405 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	30_127	WP_007308744.1	3003	1	5.52E-117	47.16						IPR001466 (PFAM); IPR012338 (G3DSA:3.40.710.GENE3D); PTHR46825:SF7 (PANTHER); PTHR46825 (PANTHER); IPR012338 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	30_128	CCQ55718.1	501	1	1.26E-30	85.53						PR00313 (PRINTS); IPR011049 (G3DSA:2.150.10.GENE3D); IPR011049 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO]	30_129		153									no IPS match	no IPS match	no IPS match
true	[INTERPRO]	30_130		243									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	30_131	RUR74937.1	1455	1	2.68E-71	55.71						mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	31_1	NCS76853.1	267	1	2.92E-39	88.64						IPR007712 (PFAM); IPR035093 (G3DSA:3.30.2310.GENE3D); IPR035093 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	31_2	TYQ29318.1	198	1	3.87E-18	82.81						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	31_3	MBJ7900099.1	2322	1	0.0	86.57	4	P:GO:0005978; F:GO:0003844; F:GO:0004553; F:GO:0043169	P:glycogen biosynthetic process; F:1,4-alpha-glucan branching enzyme activity; F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:cation binding			IPR006047 (SMART); G3DSA:3.20.20.80 (GENE3D); IPR006048 (PFAM); IPR006407 (TIGRFAM); IPR013783 (G3DSA:2.60.40.GENE3D); IPR013780 (G3DSA:2.60.40.GENE3D); IPR037439 (PIRSF); IPR006047 (PFAM); IPR004193 (PFAM); IPR037439 (PANTHER); PTHR43651:SF3 (PANTHER); IPR006407 (HAMAP); IPR044143 (CDD); cd11322 (CDD); IPR014756 (SUPERFAMILY); SSF51011 (SUPERFAMILY); IPR017853 (SUPERFAMILY); IPR014756 (SUPERFAMILY)	P:GO:0005975; P:GO:0005978; F:GO:0003824; F:GO:0003844; F:GO:0004553; F:GO:0043169	P:carbohydrate metabolic process; P:glycogen biosynthetic process; F:catalytic activity; F:1,4-alpha-glucan branching enzyme activity; F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:cation binding
true	[INTERPRO, BLASTED, ANNOTATED]	31_4	GBF79119.1	723	1	2.05E-20	75.5	1	F:GO:0005515	F:protein binding			IPR019734 (SMART); IPR011990 (G3DSA:1.25.40.GENE3D); IPR019734 (PFAM); IPR001440 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); PTHR22904:SF394 (PANTHER); PTHR22904:SF394 (PANTHER); PTHR22904 (PANTHER); PTHR22904 (PANTHER); PS50293 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); PS50293 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR011990 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED]	31_5	WP_006509784.1	465	1	9.0E-67	76.62						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	31_6	WP_096644041.1	177	1	1.08E-15	68.97						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	31_7	WP_190905062.1	1650	1	2.59E-257	82.23	3	P:GO:0006468; F:GO:0004672; F:GO:0005524	P:protein phosphorylation; F:protein kinase activity; F:ATP binding			IPR004147 (PFAM); PTHR10566:SF113 (PANTHER); PTHR10566 (PANTHER); IPR000719 (PROSITE_PROFILES); cd05121 (CDD); IPR011009 (SUPERFAMILY)	P:GO:0006468; F:GO:0004672; F:GO:0005524	P:protein phosphorylation; F:protein kinase activity; F:ATP binding
true	[INTERPRO, BLASTED, ANNOTATED]	31_8	WP_206817699.1	1062	1	1.11E-179	84.46	2	P:GO:0009058; F:GO:0016779	P:biosynthetic process; F:nucleotidyltransferase activity			IPR005835 (PFAM); IPR029044 (G3DSA:3.90.550.GENE3D); PTHR46390 (PANTHER); cd02509 (CDD); SSF159283 (SUPERFAMILY); IPR029044 (SUPERFAMILY)	P:GO:0009058; F:GO:0016779	P:biosynthetic process; F:nucleotidyltransferase activity
true	[INTERPRO]	31_9		147									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	31_10	ELP53839.1	471	1	8.03E-63	78.91						G3DSA:1.20.1220.20 (GENE3D); IPR002636 (PFAM); PTHR34235:SF3 (PANTHER); IPR002636 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO]	31_11		171									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	31_12	MBD1909578.1	642	1	1.53E-79	85.38	3	P:GO:0006412; F:GO:0003735; C:GO:0005840	P:translation; F:structural constituent of ribosome; C:ribosome			IPR000597 (PFAM); G3DSA:2.40.30.10 (GENE3D); G3DSA:3.30.160.810 (GENE3D); IPR019927 (TIGRFAM); mobidb-lite (MOBIDB_LITE); PTHR11229:SF16 (PANTHER); IPR019927 (PANTHER); IPR019927 (HAMAP); IPR009000 (SUPERFAMILY)	P:GO:0006412; F:GO:0003735; C:GO:0005840	P:translation; F:structural constituent of ribosome; C:ribosome
true	[INTERPRO, BLASTED, ANNOTATED]	31_13	MBJ7899082.1	633	1	7.34E-107	87.14	3	P:GO:0006412; F:GO:0003735; C:GO:0005840	P:translation; F:structural constituent of ribosome; C:ribosome			IPR002136 (PFAM); IPR023574 (G3DSA:3.40.1370.GENE3D); IPR013005 (TIGRFAM); mobidb-lite (MOBIDB_LITE); PTHR10746:SF6 (PANTHER); IPR013005 (PANTHER); IPR013005 (HAMAP); IPR023574 (SUPERFAMILY)	P:GO:0006412; F:GO:0003735; C:GO:0005840	P:translation; F:structural constituent of ribosome; C:ribosome
true	[INTERPRO, BLASTED, ANNOTATED]	31_14	WP_065716197.1	303	1	2.95E-45	90.43	3	P:GO:0006412; F:GO:0003735; C:GO:0005840	P:translation; F:structural constituent of ribosome; C:ribosome			IPR012677 (G3DSA:3.30.70.GENE3D); IPR013025 (PFAM); IPR013025 (PANTHER); PTHR11620:SF62 (PANTHER); IPR013025 (HAMAP); IPR012678 (SUPERFAMILY)	P:GO:0006412; F:GO:0003735; C:GO:0005840	P:translation; F:structural constituent of ribosome; C:ribosome
