yourlist:M20210906F248CABF64506F29A91F8037F07B67D11995558	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (GO)	Gene ontology IDs
ACB52301.1	B1WVW8	B1WVW8_CROS5	unreviewed	PilZ domain-containing protein	cce_2953	Crocosphaera subtropica (strain ATCC 51142 / BH68) (Cyanothece sp. (strain ATCC 51142))	114	cyclic-di-GMP binding [GO:0035438]	GO:0035438
TRU91853.1	A0A552J7V6	A0A552J7V6_9CHRO	unreviewed	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB EWV75_21935	Microcystis wesenbergii Mw_QC_S_20081001_S30D	276	"cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate reductase [GO:0008839]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor [GO:0016726]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]"	GO:0005737; GO:0008839; GO:0009089; GO:0016726; GO:0019877; GO:0050661; GO:0051287
VEP12503.1	A0A563VMD7	A0A563VMD7_9CYAN	unreviewed	Uncharacterized protein	H1P_1500003	Hyella patelloides LEGE 07179	188		
TRU43815.1	A0A552FAR4	A0A552FAR4_MICAE	unreviewed	DUF1499 domain-containing protein	EWV57_23830	Microcystis aeruginosa Ma_QC_Ch_20071001_S25D	171	integral component of membrane [GO:0016021]	GO:0016021
ERT04123.1	U7Q8K1	U7Q8K1_9CYAN	unreviewed	DUF4347 domain-containing protein	M595_5933	Lyngbya aestuarii BL J	184		
NEO30349.1	A0A6P0K1Z9	A0A6P0K1Z9_9CYAN	unreviewed	Pentapeptide repeat-containing protein	F6K36_07885	Symploca sp. SIO3C6	690	integral component of membrane [GO:0016021]	GO:0016021
NEP10938.1	A0A6P0MIB4	A0A6P0MIB4_9CYAN	unreviewed	Amino acid permease	F6K14_12125	Symploca sp. SIO2C1	738	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]; ion transport [GO:0006811]	GO:0006811; GO:0016021; GO:0022857
REJ44756.1	A0A3E0LBF8	A0A3E0LBF8_9CHRO	unreviewed	UPF0284 protein DWQ54_04560	DWQ54_04560	Microcystis flos-aquae TF09	357	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity [GO:0008939]	GO:0008939
AFZ56754.1	K9ZDE6	K9ZDE6_ANACC	unreviewed	Tetratricopeptide TPR_1 repeat-containing protein	Anacy_1212	Anabaena cylindrica (strain ATCC 27899 / PCC 7122)	860	kinesin complex [GO:0005871]; microtubule [GO:0005874]	GO:0005871; GO:0005874
CCQ64110.1	T2JFP7	T2JFP7_CROWT	unreviewed	Plasmid stabilization system	CWATWH0401_4021	Crocosphaera watsonii WH 0401	53		
OYV01532.1	A0A257LQ16	A0A257LQ16_9BURK	unreviewed	Hybrid-cluster NAD(P)-dependent oxidoreductase	CFE45_04455	Burkholderiales bacterium PBB5	366	"2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]"	GO:0009055; GO:0046872; GO:0051537
MBK26806.1	A0A2E6HAL4	A0A2E6HAL4_9PROT	unreviewed	INTRADIOL_DIOXYGENAS domain-containing protein	CME70_22585	Halobacteriovorax sp.	245	"ferric iron binding [GO:0008199]; protocatechuate 3,4-dioxygenase activity [GO:0018578]; cellular aromatic compound metabolic process [GO:0006725]"	GO:0006725; GO:0008199; GO:0018578
NER28340.1	A0A6B3N9Q6	A0A6B3N9Q6_9CYAN	unreviewed	Uncharacterized protein	F6J89_12065	Symploca sp. SIO1C4	471	integral component of membrane [GO:0016021]	GO:0016021
TAN34313.1	A0A522U832	A0A522U832_9BACT	unreviewed	Uncharacterized protein	EPN29_02815	bacterium	385	integral component of membrane [GO:0016021]	GO:0016021
MBK39533.1	A0A2E6ICB1	A0A2E6ICB1_9EURY	unreviewed	Peroxidase	CMB50_04845	Euryarchaeota archaeon	644	integral component of membrane [GO:0016021]; heme binding [GO:0020037]; peroxidase activity [GO:0004601]; response to oxidative stress [GO:0006979]	GO:0004601; GO:0006979; GO:0016021; GO:0020037
CCQ69226.1	T2JW21	T2JW21_CROWT	unreviewed	Uncharacterized protein (Fragment)	CWATWH0402_2858	Crocosphaera watsonii WH 0402	371		
HEA65633.1	A0A7C1SG62	A0A7C1SG62_9DELT	unreviewed	Uncharacterized protein	ENI07_02250	Desulfobacterales bacterium	887	integral component of membrane [GO:0016021]; sulfotransferase activity [GO:0008146]	GO:0008146; GO:0016021
CCQ61741.1	T2J990	T2J990_CROWT	unreviewed	Uncharacterized protein (Fragment)	CWATWH0401_1153	Crocosphaera watsonii WH 0401	212		
PZV21020.1	A0A2W7BPI5	A0A2W7BPI5_9CYAN	unreviewed	Efflux transporter periplasmic adaptor subunit	DCF21_03410	Leptolyngbya sp.	461	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857
HAC66175.1	A0A3B8YAU6	A0A3B8YAU6_9CYAN	unreviewed	Elongation factor Ts (EF-Ts)	tsf DCF68_22235	Cyanothece sp. UBA12306	251	cytoplasm [GO:0005737]; translation elongation factor activity [GO:0003746]	GO:0003746; GO:0005737
KYC38779.1	A0A139X241	A0A139X241_9CYAN	unreviewed	Histidine kinase (EC 2.7.13.3)	WA1_35190	Scytonema hofmannii PCC 7110	1002	cytoplasm [GO:0005737]; phosphorelay sensor kinase activity [GO:0000155]; chemotaxis [GO:0006935]	GO:0000155; GO:0005737; GO:0006935
NEP13525.1	A0A6P0MP75	A0A6P0MP75_9CYAN	unreviewed	Alcohol dehydrogenase catalytic domain-containing protein	F6K14_25635	Symploca sp. SIO2C1	317		
HBL13496.1	A0A355DSR5	A0A355DSR5_9CYAN	unreviewed	Hybrid sensor histidine kinase/response regulator (Fragment)	DD379_19280	Cyanobacteria bacterium UBA11162	309	kinase activity [GO:0016301]; phosphorelay signal transduction system [GO:0000160]	GO:0000160; GO:0016301
KHD06316.1	A0A0A6RR21	A0A0A6RR21_9GAMM	unreviewed	Chemotaxis protein CheY	PN36_26535	Candidatus Thiomargarita nelsonii	131	phosphorelay signal transduction system [GO:0000160]	GO:0000160
EHJ12245.1	G5J6E7	G5J6E7_CROWT	unreviewed	Two-component hybrid sensor and regulator	CWATWH0003_3049	Crocosphaera watsonii WH 0003	723	"phosphorelay sensor kinase activity [GO:0000155]; detection of visible light [GO:0009584]; protein-chromophore linkage [GO:0018298]; regulation of transcription, DNA-templated [GO:0006355]"	GO:0000155; GO:0006355; GO:0009584; GO:0018298
TVQ47883.1	A0A6P2AEK5	A0A6P2AEK5_9CHRO	unreviewed	SDR family oxidoreductase	EA365_02720	Gloeocapsa sp. DLM2.Bin57	257	oxidoreductase activity [GO:0016491]	GO:0016491
NET61719.1	A0A6M0GDN9	A0A6M0GDN9_9CYAN	unreviewed	Uncharacterized protein	F6K47_38050	Symploca sp. SIO2E6	161		
NEZ68268.1	A0A6M0SI70	A0A6M0SI70_9CYAN	unreviewed	Molybdenum cofactor biosynthesis protein B	moaB D0962_37010	Leptolyngbyaceae cyanobacterium CCMR0082	171	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	GO:0006777
RMF25505.1	A0A3M1L322	A0A3M1L322_9CYAN	unreviewed	GTPase Der (GTP-binding protein EngA)	der D6756_05385	Cyanobacteria bacterium J083	453	GTP binding [GO:0005525]; ribosome biogenesis [GO:0042254]	GO:0005525; GO:0042254
CCQ59292.1	T2J2P3	T2J2P3_CROWT	unreviewed	Isoprenyl transferase (EC 2.5.1.-)	CWATWH0005_4682	Crocosphaera watsonii WH 0005	246	magnesium ion binding [GO:0000287]; prenyltransferase activity [GO:0004659]	GO:0000287; GO:0004659
KFF41412.1	A0A086CGU8	A0A086CGU8_9CHRO	unreviewed	50S ribosomal protein L1	rplA rpl1 ucyna2_00723	Candidatus Atelocyanobacterium thalassa isolate SIO64986	238	large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; regulation of translation [GO:0006417]; translation [GO:0006412]	GO:0000049; GO:0003735; GO:0006412; GO:0006417; GO:0015934; GO:0019843
ELP55893.1	L7EB33	L7EB33_MICAE	unreviewed	Putative transposase	O53_492	Microcystis aeruginosa TAIHU98	150		
PZV16289.1	A0A2W7AKU2	A0A2W7AKU2_9CYAN	unreviewed	TIGR03643 family protein	DCF22_05690	Leptolyngbya sp.	84		
HHY86509.1	A0A7V6Z219	A0A7V6Z219_9BACT	unreviewed	HypC/HybG/HupF family hydrogenase formation chaperone	GYA07_13390	Verrucomicrobia bacterium	100		
NEQ26664.1	A0A6P0QV98	A0A6P0QV98_9CYAN	unreviewed	"Precorrin-6Y C5,15-methyltransferase subunit CbiT"	cbiT F6K28_48085	Microcoleus sp. SIO2G3	200	protein methyltransferase activity [GO:0008276]; cobalamin biosynthetic process [GO:0009236]	GO:0008276; GO:0009236
EAM49742.1	Q4C0R9	Q4C0R9_CROWT	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	CwatDRAFT_2895	Crocosphaera watsonii WH 8501	490	ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	GO:0005524; GO:0106310; GO:0106311
PNW45677.1	A0A2K3APH9	A0A2K3APH9_9CHRO	unreviewed	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	gatB BEN50_01345	Euhalothece sp. KZN 001	495	asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; transferase activity [GO:0016740]; translation [GO:0006412]	GO:0005524; GO:0006412; GO:0016740; GO:0050566; GO:0050567
NEP21262.1	A0A6M0AV07	A0A6M0AV07_9CYAN	unreviewed	Uma2 family endonuclease	F6K49_04210	Moorea sp. SIO3I6	187	endonuclease activity [GO:0004519]	GO:0004519
PZV08436.1	A0A2W7A2A2	A0A2W7A2A2_9CYAN	unreviewed	Oxidoreductase	DCF22_20250	Leptolyngbya sp.	755	"4 iron, 4 sulfur cluster binding [GO:0051539]; formate dehydrogenase (NAD+) activity [GO:0008863]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]"	GO:0008863; GO:0030151; GO:0043546; GO:0051539
NEQ43483.1	A0A6I5P3N4	A0A6I5P3N4_9CYAN	unreviewed	Thioesterase	F6K00_07955	Leptolyngbya sp. SIOISBB	252	biosynthetic process [GO:0009058]	GO:0009058
HAC62564.1	A0A3B8Y3K3	A0A3B8Y3K3_9CYAN	unreviewed	Recombinase RecQ	DCF68_03265	Cyanothece sp. UBA12306	485	ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]; DNA recombination [GO:0006310]	GO:0003676; GO:0004386; GO:0005524; GO:0006310
REJ59800.1	A0A3E0MJ14	A0A3E0MJ14_MICAE	unreviewed	Uma2 family endonuclease	DWQ56_00545	Microcystis aeruginosa DA14	254	endonuclease activity [GO:0004519]	GO:0004519
NER37578.1	A0A7C9PWQ3	A0A7C9PWQ3_9CYAN	unreviewed	Aspartyl protease	F6J93_27045	Oscillatoria sp. SIO1A7	124	peptidase activity [GO:0008233]	GO:0008233
RPJ49623.1	A0A3N5WN99	A0A3N5WN99_9BACT	unreviewed	PIN domain-containing protein	EHM23_36480	Acidobacteria bacterium	141	endoribonuclease activity [GO:0004521]	GO:0004521
OZH53721.1	A0A261KRI3	A0A261KRI3_9CYAN	unreviewed	Uncharacterized protein	AFK68_15750	Hydrocoleum sp. CS-953	516		
TRU93774.1	A0A552JE55	A0A552JE55_9CHRO	unreviewed	AAA family ATPase	EWV75_17885	Microcystis wesenbergii Mw_QC_S_20081001_S30D	603	nucleic acid binding [GO:0003676]	GO:0003676
NER89807.1	A0A6P0WDF7	A0A6P0WDF7_9CYAN	unreviewed	Phycobilisome rod-core linker polypeptide CpcG	F6K64_23440	Moorea sp. SIO3A2	242	integral component of membrane [GO:0016021]; phycobilisome [GO:0030089]; photosynthesis [GO:0015979]	GO:0015979; GO:0016021; GO:0030089
EKQ69915.1	K8GQG4	K8GQG4_9CYAN	unreviewed	Uncharacterized protein	OsccyDRAFT_1482 OsccyDRAFT_1535	Leptolyngbyaceae cyanobacterium JSC-12	98		
AFZ46476.1	K9YHN4	K9YHN4_CYASC	unreviewed	Cytochrome b559 subunit beta (PSII reaction center subunit VI)	psbF Cyast_0497	Cyanobacterium stanieri (strain ATCC 29140 / PCC 7202)	44	integral component of membrane [GO:0016021]; photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; photosynthetic electron transport chain [GO:0009767]	GO:0005506; GO:0009055; GO:0009539; GO:0009767; GO:0016021; GO:0020037; GO:0031676
TRT55546.1	A0A551Y3L1	A0A551Y3L1_MICAE	unreviewed	Ycf48-like protein	EWV85_09095	Microcystis aeruginosa Ma_QC_C_20070703_M131	330		
BAC89355.1	Q7NKR3	Q7NKR3_GLOVI	unreviewed	Gll1414 protein	gll1414	Gloeobacter violaceus (strain ATCC 29082 / PCC 7421)	280		
ALB43361.1	A0A0K2M656	A0A0K2M656_9NOST	unreviewed	Membrane protein	AA650_00695	Anabaena sp. WA102	63	integral component of membrane [GO:0016021]	GO:0016021
AKE63028.1	A0A0F6RJY3	A0A0F6RJY3_MICAE	unreviewed	Iron-sulfur cluster assembly protein SufD	MYAER_0668	Microcystis aeruginosa NIES-2549	500	iron-sulfur cluster assembly [GO:0016226]	GO:0016226
NET72342.1	A0A6P0ZJF0	A0A6P0ZJF0_9CYAN	unreviewed	Cys-Gln thioester bond-forming surface protein (Fragment)	F6K62_15820	Sphaerospermopsis sp. SIO1G2	398		
KAA3647799.1	A0A6N6L5E8	A0A6N6L5E8_9CHLR	unreviewed	Citrate synthase	DWQ07_02110	Chloroflexi bacterium	390	citrate synthase activity [GO:0036440]; tricarboxylic acid cycle [GO:0006099]	GO:0006099; GO:0036440
HAX75364.1	A0A350X7U6	A0A350X7U6_9CYAN	unreviewed	Sensor protein	DCY88_05910	Cyanobacteria bacterium UBA11372	1009	integral component of membrane [GO:0016021]; phosphorelay sensor kinase activity [GO:0000155]	GO:0000155; GO:0016021
BBC25923.1	A0A2Z5X387	A0A2Z5X387_9CYAN	unreviewed	Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase)	nth ABRG53_3666	Pseudanabaena sp. ABRG5-3	218	"4 iron, 4 sulfur cluster binding [GO:0051539]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; DNA binding [GO:0003677]; DNA N-glycosylase activity [GO:0019104]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; base-excision repair [GO:0006284]"	GO:0003677; GO:0004519; GO:0006284; GO:0019104; GO:0046872; GO:0051539; GO:0140078
OIP70088.1	A0A1J5GSV6	A0A1J5GSV6_9CYAN	unreviewed	Lipase	AUK48_14070	Oscillatoriales cyanobacterium CG2_30_44_21	755	starch binding [GO:2001070]	GO:2001070
NEO89253.1	A0A6P0LQW6	A0A6P0LQW6_9CYAN	unreviewed	XisI protein	F6K56_02930	Moorea sp. SIO3G5	111		
AFZ42267.1	K9Y705	K9Y705_HALP7	unreviewed	PAP fibrillin family protein	PCC7418_0009	Halothece sp. (strain PCC 7418) (Synechococcus sp. (strain PCC 7418))	213		
NEO51823.1	A0A6L9ZKB9	A0A6L9ZKB9_9CYAN	unreviewed	Phage Gp37/Gp68 family protein	F6K54_01205	Okeania sp. SIO3B5	263		
OCQ99647.1	A0A1C0VPE0	A0A1C0VPE0_9CYAN	unreviewed	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	BCD67_14610	Oscillatoriales cyanobacterium USR001	212	membrane [GO:0016020]; 1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; phospholipid biosynthetic process [GO:0008654]	GO:0003841; GO:0008654; GO:0016020
PYL00990.1	A0A2V6FHZ0	A0A2V6FHZ0_9BACT	unreviewed	Uncharacterized protein	DME19_03270	Verrucomicrobia bacterium	113	integral component of membrane [GO:0016021]	GO:0016021
GAX43605.1	A0A218QP55	A0A218QP55_9CYAN	unreviewed	Bifunctional protein PyrR [Includes: Pyrimidine operon regulatory protein; Uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9)]	pyrR NIES4075_46200	Tolypothrix sp. NIES-4075	180	"uracil phosphoribosyltransferase activity [GO:0004845]; nucleoside metabolic process [GO:0009116]; regulation of transcription, DNA-templated [GO:0006355]"	GO:0004845; GO:0006355; GO:0009116
RAM52564.1	A0A328IER7	A0A328IER7_9CYAN	unreviewed	Nucleoside hydrolase	C6Y22_06070	Hapalosiphonaceae cyanobacterium JJU2	307	"hydrolase activity, acting on glycosyl bonds [GO:0016798]; metabolic process [GO:0008152]"	GO:0008152; GO:0016798
ODV36470.1	A0A1E4QAJ4	A0A1E4QAJ4_MICAE	unreviewed	Homoserine dehydrogenase (EC 1.1.1.3)	BFG60_4072	Microcystis aeruginosa NIES-98	408	integral component of plasma membrane [GO:0005887]; homoserine dehydrogenase activity [GO:0004412]; lipopolysaccharide transmembrane transporter activity [GO:0015221]	GO:0004412; GO:0005887; GO:0015221
NEP12307.1	A0A6P0MNW2	A0A6P0MNW2_9CYAN	unreviewed	Chromate efflux transporter	chrA F6K14_19285	Symploca sp. SIO2C1	405	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; chromate transmembrane transporter activity [GO:0015109]	GO:0005886; GO:0015109; GO:0016021
NNL87377.1	A0A7Y3M9H2	A0A7Y3M9H2_9DELT	unreviewed	Bacterioferritin	HKP27_17075	Myxococcales bacterium	145		
OQX23771.1	A0A1W9MSK0	A0A1W9MSK0_9DELT	unreviewed	Abortive phage infection protein	BWK80_24230	Desulfobacteraceae bacterium IS3	192		
PZV20153.1	A0A2W7BDD5	A0A2W7BDD5_9CYAN	unreviewed	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG DCF12_22625	Snowella sp.	210	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP phosphoribosyltransferase activity [GO:0003879]; histidine biosynthetic process [GO:0000105]	GO:0000105; GO:0003879; GO:0005524; GO:0005737
NEP14553.1	A0A6P0MS83	A0A6P0MS83_9CYAN	unreviewed	Uncharacterized protein	F6K14_31020	Symploca sp. SIO2C1	306		
BAY43841.1	A0A1Z4IP72	A0A1Z4IP72_9CYAN	unreviewed	WD-40 repeat-containing protein	SAMD00079811_14280	Scytonema sp. HK-05	397		
TRT42841.1	A0A551X240	A0A551X240_MICAE	unreviewed	NACHT domain-containing protein	EWV85_23795	Microcystis aeruginosa Ma_QC_C_20070703_M131	1615	integral component of membrane [GO:0016021]	GO:0016021
NEP27513.1	A0A6M0BCU2	A0A6M0BCU2_9CYAN	unreviewed	Uncharacterized protein (Fragment)	F6K49_38080	Moorea sp. SIO3I6	539		
NEO45873.1	A0A6L9Z385	A0A6L9Z385_9CYAN	unreviewed	Uncharacterized protein	F6K55_17785	Moorea sp. SIO4A3	152		
NEQ65462.1	A0A6P0RUF4	A0A6P0RUF4_9CYAN	unreviewed	Molybdopterin-synthase adenylyltransferase MoeB	moeB F6K21_08185	Symploca sp. SIO2D2	390	ATP binding [GO:0005524]; nucleotidyltransferase activity [GO:0016779]; ubiquitin-like modifier activating enzyme activity [GO:0008641]	GO:0005524; GO:0008641; GO:0016779
NEO93151.1	A0A6P0M0K2	A0A6P0M0K2_9CYAN	unreviewed	Glycosyltransferase family 2 protein	F6K56_24175	Moorea sp. SIO3G5	319	transferase activity [GO:0016740]	GO:0016740
KKQ54029.1	A0A0G0KY04	A0A0G0KY04_9BACT	unreviewed	PTPS_related domain-containing protein	US75_C0044G0006	Candidatus Woesebacteria bacterium GW2011_GWC1_38_13	1072	integral component of membrane [GO:0016021]	GO:0016021
CCQ65688.1	T2JIN1	T2JIN1_CROWT	unreviewed	Uncharacterized protein	CWATWH0402_3613	Crocosphaera watsonii WH 0402	141	integral component of membrane [GO:0016021]	GO:0016021
NEO41348.1	A0A6P0L0T3	A0A6P0L0T3_9CYAN	unreviewed	SAM-dependent methyltransferase	F6J90_35510	Moorea sp. SIOASIH	277	O-methyltransferase activity [GO:0008171]; methylation [GO:0032259]	GO:0008171; GO:0032259
NEO95238.1	A0A6P0M5A7	A0A6P0M5A7_9CYAN	unreviewed	DUF839 domain-containing protein	F6K56_35600	Moorea sp. SIO3G5	448		
PSB54134.1	A0A2T1GA77	A0A2T1GA77_9CYAN	unreviewed	Uncharacterized protein	C7B67_00240	filamentous cyanobacterium Phorm 6	248		
PSB54164.1	A0A2T1GAA6	A0A2T1GAA6_9CYAN	unreviewed	DUF4101 domain-containing protein	C7B67_00245	filamentous cyanobacterium Phorm 6	304		
CAA9323345.1	A0A6J4L5D5	A0A6J4L5D5_9CYAN	unreviewed	Beta-lactamase superfamily protein	AVDCRST_MAG84-1491	uncultured Microcoleus sp.	425	integral component of membrane [GO:0016021]	GO:0016021
CCQ51632.1	T2IFL9	T2IFL9_CROWT	unreviewed	Aluminum resistance protein	CWATWH8502_861	Crocosphaera watsonii WH 8502	412	catalytic activity [GO:0003824]	GO:0003824
ACB52446.1	B1WWX7	B1WWX7_CROS5	unreviewed	DUF938-containing protein	cce_3098	Crocosphaera subtropica (strain ATCC 51142 / BH68) (Cyanothece sp. (strain ATCC 51142))	223		
OYU08163.1	A0A257E2X2	A0A257E2X2_9PSED	unreviewed	Site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72)	CFE47_08530	Pseudomonas sp. PGPPP1	494	DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007]; DNA restriction-modification system [GO:0009307]	GO:0003677; GO:0008170; GO:0009007; GO:0009307
ARI79411.1	A0A1X9L9H8	A0A1X9L9H8_MICAE	unreviewed	Uncharacterized protein	BH695_0128	Microcystis aeruginosa PCC 7806SL	282	integral component of membrane [GO:0016021]	GO:0016021
ADN15792.1	E0UJ89	E0UJ89_GLOV7	unreviewed	4'-phosphopantetheinyl transferase	Cyan7822_3860	Gloeothece verrucosa (strain PCC 7822) (Cyanothece sp. (strain PCC 7822))	241	holo-[acyl-carrier-protein] synthase activity [GO:0008897]; magnesium ion binding [GO:0000287]; fatty acid biosynthetic process [GO:0006633]	GO:0000287; GO:0006633; GO:0008897
REJ47653.1	A0A3E0LLC4	A0A3E0LLC4_9CHRO	unreviewed	Two pore domain potassium channel family protein	DWQ51_20305	Microcystis wesenbergii TW10	220	integral component of membrane [GO:0016021]	GO:0016021
OGT92466.1	A0A1G0L0T2	A0A1G0L0T2_9GAMM	unreviewed	Nucleic acid-binding protein (Fragment)	A2298_00025	Gammaproteobacteria bacterium RIFOXYB2_FULL_38_6	296		
CCI17094.1	I4H4X0	I4H4X0_MICAE	unreviewed	Uma2 domain-containing protein	MICAF_2450006	Microcystis aeruginosa PCC 9807	202		
NEO21324.1	A0A6P0JD28	A0A6P0JD28_9CYAN	unreviewed	DnaJ domain-containing protein	F6K57_18835	Moorea sp. SIO4A5	341	unfolded protein binding [GO:0051082]; protein folding [GO:0006457]	GO:0006457; GO:0051082
NET84902.1	A0A6P1A2Y9	A0A6P1A2Y9_9CYAN	unreviewed	Uma2 family endonuclease	F6J94_24190	Moorea sp. SIO1F2	193	endonuclease activity [GO:0004519]	GO:0004519
NEO57610.1	A0A6L9ZYX4	A0A6L9ZYX4_9CYAN	unreviewed	ABC transporter ATP-binding protein	F6K54_33795	Okeania sp. SIO3B5	327	ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]	GO:0005524; GO:0042626
NER80562.1	A0A6G3YZW7	A0A6G3YZW7_9CYAN	unreviewed	Type II toxin-antitoxin system HicB family antitoxin	F6K42_13510	Leptolyngbya sp. SIO1D8	78		
GBC84994.1	A0A2H5W7Q7	A0A2H5W7Q7_9BACT	unreviewed	Uncharacterized protein	HRbin11_01434	bacterium HR11	73	endonuclease activity [GO:0004519]; mRNA binding [GO:0003729]	GO:0003729; GO:0004519
PZV24565.1	A0A2W7B711	A0A2W7B711_9CYAN	unreviewed	Type II toxin-antitoxin system HicB family antitoxin	DCF12_17250	Snowella sp.	57		
REJ57404.1	A0A3E0MC87	A0A3E0MC87_MICAE	unreviewed	DUF3370 domain-containing protein	DWQ56_08945	Microcystis aeruginosa DA14	447		
