"","gene_id","KO","GO.ID","GO.Term","GO.Ontology"
"3176","K00700","K00700","GO:0043169","cation binding","MF"
"3177","K00700","K00700","GO:0005975","carbohydrate metabolic process","BP"
"3178","K00700","K00700","GO:0003824","catalytic activity","MF"
"3179","K00700","K00700","GO:0102752","1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)","MF"
"3180","K00971","K00971","GO:0009058","biosynthetic process","BP"
"3181","K00971","K00971","GO:0016779","nucleotidyltransferase activity","MF"
"3182","K02906","K02906","GO:0006412","translation","BP"
"3183","K02906","K02906","GO:0003735","structural constituent of ribosome","MF"
"3184","K02906","K02906","GO:0005840","ribosome","CC"
"3185","K02926","K02926","GO:0006412","translation","BP"
"3186","K02926","K02926","GO:0003735","structural constituent of ribosome","MF"
"3187","K02926","K02926","GO:0005840","ribosome","CC"
"3188","K02892","K02892","GO:0006412","translation","BP"
"3189","K02892","K02892","GO:0003735","structural constituent of ribosome","MF"
"3190","K02892","K02892","GO:0005840","ribosome","CC"
"3191","K02886","K02886","GO:0006412","translation","BP"
"3192","K02886","K02886","GO:0003723","RNA binding","MF"
"3193","K02886","K02886","GO:0003735","structural constituent of ribosome","MF"
"3194","K02886","K02886","GO:0016740","transferase activity","MF"
"3195","K02886","K02886","GO:0015934","large ribosomal subunit","CC"
"3196","K02886","K02886","GO:0005840","ribosome","CC"
"3197","K02965","K02965","GO:0006412","translation","BP"
"3198","K02965","K02965","GO:0003735","structural constituent of ribosome","MF"
"3199","K02965","K02965","GO:0015935","small ribosomal subunit","CC"
"3200","K02965","K02965","GO:0005840","ribosome","CC"
"3201","K02890","K02890","GO:0006412","translation","BP"
"3202","K02890","K02890","GO:0003735","structural constituent of ribosome","MF"
"3203","K02890","K02890","GO:0019843","rRNA binding","MF"
"3204","K02890","K02890","GO:0015934","large ribosomal subunit","CC"
"3205","K02890","K02890","GO:0005840","ribosome","CC"
"3206","K02982","K02982","GO:0006412","translation","BP"
"3207","K02982","K02982","GO:0003729","mRNA binding","MF"
"3208","K02982","K02982","GO:0003735","structural constituent of ribosome","MF"
"3209","K02982","K02982","GO:0019843","rRNA binding","MF"
"3210","K02982","K02982","GO:0005840","ribosome","CC"
"3211","K02982","K02982","GO:0003676","nucleic acid binding","MF"
"3212","K02982","K02982","GO:0003723","RNA binding","MF"
"3213","K02878","K02878","GO:0006412","translation","BP"
"3214","K02878","K02878","GO:0003735","structural constituent of ribosome","MF"
"3215","K02878","K02878","GO:0019843","rRNA binding","MF"
"3216","K02878","K02878","GO:0005840","ribosome","CC"
"3217","K02904","K02904","GO:0006412","translation","BP"
"3218","K02904","K02904","GO:0003735","structural constituent of ribosome","MF"
"3219","K02904","K02904","GO:0005840","ribosome","CC"
"3220","K02961","K02961","GO:0006412","translation","BP"
"3221","K02961","K02961","GO:0003735","structural constituent of ribosome","MF"
"3222","K02961","K02961","GO:0005840","ribosome","CC"
"3223","K02874","K02874","GO:0006412","translation","BP"
"3224","K02874","K02874","GO:0003735","structural constituent of ribosome","MF"
"3225","K02874","K02874","GO:0019843","rRNA binding","MF"
"3226","K02874","K02874","GO:0015934","large ribosomal subunit","CC"
"3227","K02874","K02874","GO:0005840","ribosome","CC"
"3228","K02895","K02895","GO:0006412","translation","BP"
"3229","K02895","K02895","GO:0003723","RNA binding","MF"
"3230","K02895","K02895","GO:0003735","structural constituent of ribosome","MF"
"3231","K02895","K02895","GO:0005840","ribosome","CC"
"3232","K02931","K02931","GO:0006412","translation","BP"
"3233","K02931","K02931","GO:0000049","tRNA binding","MF"
"3234","K02931","K02931","GO:0003735","structural constituent of ribosome","MF"
"3235","K02931","K02931","GO:0019843","rRNA binding","MF"
"3236","K02931","K02931","GO:0005840","ribosome","CC"
"3237","K02994","K02994","GO:0006412","translation","BP"
"3238","K02994","K02994","GO:0003735","structural constituent of ribosome","MF"
"3239","K02994","K02994","GO:0019843","rRNA binding","MF"
"3240","K02994","K02994","GO:0005840","ribosome","CC"
"3241","K02933","K02933","GO:0006412","translation","BP"
"3242","K02933","K02933","GO:0003735","structural constituent of ribosome","MF"
"3243","K02933","K02933","GO:0019843","rRNA binding","MF"
"3244","K02933","K02933","GO:0005840","ribosome","CC"
"3245","K02881","K02881","GO:0006412","translation","BP"
"3246","K02881","K02881","GO:0003735","structural constituent of ribosome","MF"
"3247","K02881","K02881","GO:0005840","ribosome","CC"
"3248","K02988","K02988","GO:0006412","translation","BP"
"3249","K02988","K02988","GO:0003723","RNA binding","MF"
"3250","K02988","K02988","GO:0003735","structural constituent of ribosome","MF"
"3251","K02988","K02988","GO:0015935","small ribosomal subunit","CC"
"3252","K02988","K02988","GO:0005840","ribosome","CC"
"3253","K02876","K02876","GO:0006412","translation","BP"
"3254","K02876","K02876","GO:0003735","structural constituent of ribosome","MF"
"3255","K02876","K02876","GO:0019843","rRNA binding","MF"
"3256","K02876","K02876","GO:0015934","large ribosomal subunit","CC"
"3257","K03076","K03076","GO:0006605","protein targeting","BP"
"3258","K03076","K03076","GO:0043952","protein transport by the Sec complex","BP"
"3259","K03076","K03076","GO:0065002","intracellular protein transmembrane transport","BP"
"3260","K03076","K03076","GO:0016021","integral component of membrane","CC"
"3261","K03076","K03076","GO:0031676","plasma membrane-derived thylakoid membrane","CC"
"3262","K03076","K03076","GO:0015031","protein transport","BP"
"3263","K03076","K03076","GO:0016020","membrane","CC"
"3264","K00939","K00939","GO:0006139","nucleobase-containing compound metabolic process","BP"
"3265","K00939","K00939","GO:0004017","adenylate kinase activity","MF"
"3266","K00939","K00939","GO:0005524","ATP binding","MF"
"3267","K00939","K00939","GO:0016776","phosphotransferase activity, phosphate group as acceptor","MF"
"3268","K00939","K00939","GO:0019205","nucleobase-containing compound kinase activity","MF"
"3269","K00939","K00939","GO:0016020","membrane","CC"
"3270","K00939","K00939","GO:0016021","integral component of membrane","CC"
"3271","K02518","K02518","GO:0006413","translational initiation","BP"
"3272","K02518","K02518","GO:0003743","translation initiation factor activity","MF"
"3273","K02518","K02518","GO:0003723","RNA binding","MF"
"3274","K02952","K02952","GO:0006412","translation","BP"
"3275","K02952","K02952","GO:0000049","tRNA binding","MF"
"3276","K02952","K02952","GO:0003735","structural constituent of ribosome","MF"
"3277","K02952","K02952","GO:0019843","rRNA binding","MF"
"3278","K02952","K02952","GO:0005840","ribosome","CC"
"3279","K02952","K02952","GO:0003676","nucleic acid binding","MF"
"3280","K02952","K02952","GO:0003723","RNA binding","MF"
"3281","K02948","K02948","GO:0006412","translation","BP"
"3282","K02948","K02948","GO:0003735","structural constituent of ribosome","MF"
"3283","K02948","K02948","GO:0019843","rRNA binding","MF"
"3284","K02948","K02948","GO:0005840","ribosome","CC"
"3285","K03040","K03040","GO:0006351","transcription, DNA-templated","BP"
"3286","K03040","K03040","GO:0003677","DNA binding","MF"
"3287","K03040","K03040","GO:0003899","DNA-directed 5'-3' RNA polymerase activity","MF"
"3288","K03040","K03040","GO:0046983","protein dimerization activity","MF"
"3289","K02879","K02879","GO:0006412","translation","BP"
"3290","K02879","K02879","GO:0003735","structural constituent of ribosome","MF"
"3291","K02879","K02879","GO:0005840","ribosome","CC"
"3292","K06173","K06173","GO:0001522","pseudouridine synthesis","BP"
"3293","K06173","K06173","GO:0003723","RNA binding","MF"
"3294","K06173","K06173","GO:0009982","pseudouridine synthase activity","MF"
"3295","K06173","K06173","GO:0009451","RNA modification","BP"
"3296","K02871","K02871","GO:0006412","translation","BP"
"3297","K02871","K02871","GO:0003735","structural constituent of ribosome","MF"
"3298","K02871","K02871","GO:0005840","ribosome","CC"
"3299","K02996","K02996","GO:0006412","translation","BP"
"3300","K02996","K02996","GO:0003735","structural constituent of ribosome","MF"
"3301","K02996","K02996","GO:0005840","ribosome","CC"
"3302","K02909","K02909","GO:0006412","translation","BP"
"3303","K02909","K02909","GO:0003735","structural constituent of ribosome","MF"
"3304","K02909","K02909","GO:0019843","rRNA binding","MF"
"3305","K02909","K02909","GO:0005840","ribosome","CC"
"3306","K02835","K02835","GO:0006415","translational termination","BP"
"3307","K02835","K02835","GO:0016149","translation release factor activity, codon specific","MF"
"3308","K02835","K02835","GO:0003747","translation release factor activity","MF"
"3309","K08234","K08234","GO:0004462","lactoylglutathione lyase activity","MF"
"3310","K08234","K08234","GO:0046872","metal ion binding","MF"
"3311","K08234","K08234","GO:0016021","integral component of membrane","CC"
"3312","K08234","K08234","GO:0051213","dioxygenase activity","MF"
"3313","K08965","K08965","GO:0016021","integral component of membrane","CC"
"3314","K02528","K02528","GO:0072344","rescue of stalled ribosome","BP"
"3315","K02528","K02528","GO:0000154","rRNA modification","BP"
"3316","K02528","K02528","GO:0032259","methylation","BP"
"3317","K02528","K02528","GO:0000179","rRNA (adenine-N6,N6-)-dimethyltransferase activity","MF"
"3318","K02528","K02528","GO:0006364","rRNA processing","BP"
"3319","K02528","K02528","GO:0008649","rRNA methyltransferase activity","MF"
"3320","K02528","K02528","GO:0003723","RNA binding","MF"
"3321","K02528","K02528","GO:0005737","cytoplasm","CC"
"3322","K02528","K02528","GO:0052908","16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity","MF"
"3323","K08480","K08480","GO:0006468","protein phosphorylation","BP"
"3324","K08480","K08480","GO:0007623","circadian rhythm","BP"
"3325","K11175","K11175","GO:0006189","'de novo' IMP biosynthetic process","BP"
"3326","K11175","K11175","GO:0004644","phosphoribosylglycinamide formyltransferase activity","MF"
"3327","K11175","K11175","GO:0009058","biosynthetic process","BP"
"3328","K11175","K11175","GO:0016742","hydroxymethyl-, formyl- and related transferase activity","MF"
"3329","K22895","K22895","GO:0051537","2 iron, 2 sulfur cluster binding","MF"
"3330","K06024","K06024","GO:0051304","chromosome separation","BP"
"3331","K02666","K02666","GO:0009306","protein secretion","BP"
"3332","K01007","K01007","GO:0006090","pyruvate metabolic process","BP"
"3333","K01007","K01007","GO:0016310","phosphorylation","BP"
"3334","K01007","K01007","GO:0016539","intein-mediated protein splicing","BP"
"3335","K01007","K01007","GO:0004519","endonuclease activity","MF"
"3336","K01007","K01007","GO:0005524","ATP binding","MF"
"3337","K01007","K01007","GO:0008986","pyruvate, water dikinase activity","MF"
"3338","K01007","K01007","GO:0003824","catalytic activity","MF"
"3339","K01007","K01007","GO:0016301","kinase activity","MF"
"3340","K01007","K01007","GO:0016772","transferase activity, transferring phosphorus-containing groups","MF"
"3341","K00605","K00605","GO:0006546","glycine catabolic process","BP"
"3342","K00605","K00605","GO:0004047","aminomethyltransferase activity","MF"
"3343","K00605","K00605","GO:0005515","protein binding","MF"
"3344","K00605","K00605","GO:0008483","transaminase activity","MF"
"3345","K00605","K00605","GO:0019464","glycine decarboxylation via glycine cleavage system","BP"
"3346","K07720","K07720","GO:0006355","regulation of transcription, DNA-templated","BP"
"3347","K07720","K07720","GO:0003700","DNA-binding transcription factor activity","MF"
"3348","K07720","K07720","GO:0043565","sequence-specific DNA binding","MF"
"3349","K16090","K16090","GO:0015891","siderophore transport","BP"
"3350","K16090","K16090","GO:0009279","cell outer membrane","CC"
"3351","K16090","K16090","GO:0016021","integral component of membrane","CC"
"3352","K16131","K16131","GO:0003824","catalytic activity","MF"
"3353","K16131","K16131","GO:0031177","phosphopantetheine binding","MF"
"3354","K16131","K16131","GO:0016874","ligase activity","MF"
"3355","K12548","K12548","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","BP"
"3356","K12548","K12548","GO:0005509","calcium ion binding","MF"
"3357","K12548","K12548","GO:0016020","membrane","CC"
"3358","K16129","K16129","GO:0008483","transaminase activity","MF"
"3359","K16129","K16129","GO:0030170","pyridoxal phosphate binding","MF"
"3360","K16129","K16129","GO:0003824","catalytic activity","MF"
"3361","K15654","K15654","GO:0003824","catalytic activity","MF"
"3362","K15654","K15654","GO:0031177","phosphopantetheine binding","MF"
"3363","K04786","K04786","GO:0016746","transferase activity, transferring acyl groups","MF"
"3364","K04786","K04786","GO:0016740","transferase activity","MF"
"3365","K04786","K04786","GO:0004315","3-oxoacyl-[acyl-carrier-protein] synthase activity","MF"
"3366","K04786","K04786","GO:0006633","fatty acid biosynthetic process","BP"
"3367","K04786","K04786","GO:0031177","phosphopantetheine binding","MF"
"3368","K16410","K16410","GO:0016491","oxidoreductase activity","MF"
"3369","K16410","K16410","GO:0016746","transferase activity, transferring acyl groups","MF"
"3370","K16410","K16410","GO:0031177","phosphopantetheine binding","MF"
"3371","K16410","K16410","GO:0016740","transferase activity","MF"
"3372","K16410","K16410","GO:0004315","3-oxoacyl-[acyl-carrier-protein] synthase activity","MF"
"3373","K16410","K16410","GO:0006633","fatty acid biosynthetic process","BP"
"3374","K23464","K23464","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF"
"3375","K10661","K10661","GO:0016020","membrane","CC"
"3376","K10661","K10661","GO:0016021","integral component of membrane","CC"
"3377","K04102","K04102","GO:0016020","membrane","CC"
"3378","K04102","K04102","GO:0016021","integral component of membrane","CC"
"3379","K21127","K21127","GO:0016020","membrane","CC"
"3380","K21127","K21127","GO:0016021","integral component of membrane","CC"
"3381","K02471","K02471","GO:0055085","transmembrane transport","BP"
"3382","K02471","K02471","GO:0005524","ATP binding","MF"
"3383","K02471","K02471","GO:0140359","ABC-type transporter activity","MF"
"3384","K02471","K02471","GO:0016021","integral component of membrane","CC"
"3385","K15667","K15667","GO:0003824","catalytic activity","MF"
"3386","K15667","K15667","GO:0031177","phosphopantetheine binding","MF"
"3387","K15667","K15667","GO:0016874","ligase activity","MF"
"3388","K20207","K20207","GO:0006979","response to oxidative stress","BP"
"3389","K20207","K20207","GO:0098869","cellular oxidant detoxification","BP"
"3390","K20207","K20207","GO:0004602","glutathione peroxidase activity","MF"
"3391","K09772","K09772","GO:0090529","cell septum assembly","BP"
"3392","K09772","K09772","GO:0000917","division septum assembly","BP"
"3393","K09772","K09772","GO:0005737","cytoplasm","CC"
"3394","K00286","K00286","GO:0006561","proline biosynthetic process","BP"
"3395","K00286","K00286","GO:0004735","pyrroline-5-carboxylate reductase activity","MF"
"3396","K06206","K06206","GO:0003677","DNA binding","MF"
"3397","K00260","K00260","GO:0006520","cellular amino acid metabolic process","BP"
"3398","K00260","K00260","GO:0016639","oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor","MF"
